#{"t_start": 1705385437.6626477, "env_id": "maze-wide-v0"}
r,l,t
-19,22,1.193331
-13,22,1.419726
-21,22,1.66918
-27,20,1.903552
-1,23,2.144049
-16,18,2.362466
-18,30,6.827718
3,27,7.167459
-10,20,7.411766
-19,19,7.651524
-25,19,7.89466
