#{"t_start": 1705385437.82194, "env_id": "maze-wide-v0"}
r,l,t
-1,26,1.057974
-2,23,1.292348
-18,25,1.622585
-23,26,1.878902
-5,19,2.09945
-23,21,6.434894
-18,27,6.787755
-11,22,7.039084
5,36,7.5042
3,22,7.766284
