#{"t_start": 1705385437.8538558, "env_id": "maze-wide-v0"}
r,l,t
-27,20,0.941284
-10,23,1.222533
-3,26,1.49692
-15,20,1.730297
9,16,1.929765
9,35,6.402978
-33,19,6.648478
6,37,7.116831
-10,30,7.478268
14,25,7.828123
