#{"t_start": 1705385437.654669, "env_id": "maze-wide-v0"}
r,l,t
-11,19,1.134488
-14,28,1.445656
-27,22,1.69511
-13,33,2.109005
-13,23,2.358477
-17,22,6.702024
-10,24,7.033817
-5,19,7.212339
-10,31,7.646537
3,22,7.909619
