#{"t_start": 1705385437.8648255, "env_id": "maze-wide-v0"}
r,l,t
13,28,1.027056
-2,25,1.347321
-11,24,1.598649
-13,23,1.836017
-13,20,2.062548
-2,26,6.485881
-12,25,6.824657
-12,27,7.11783
-1,30,7.480263
-2,25,7.82912
