#{"t_start": 1705385437.828921, "env_id": "maze-wide-v0"}
r,l,t
-2,25,1.046006
7,16,1.2355
-14,25,1.502907
-22,29,1.842999
-21,23,2.086486
-8,29,6.527772
-3,25,6.866545
-4,22,7.129188
-3,20,7.375544
-18,26,7.659784
