#{"t_start": 1705385437.8109696, "env_id": "maze-wide-v0"}
r,l,t
-8,17,0.966219
-16,25,1.259435
-5,27,1.539806
-18,25,1.854966
-8,26,2.116404
-14,26,6.539737
-22,38,7.019137
-12,30,7.392498
-14,27,7.740354
