#{"t_start": 1705385437.7222068, "env_id": "maze-wide-v0"}
r,l,t
-9,19,1.06695
-33,30,1.391083
-9,23,1.71035
-24,22,1.943729
-4,27,2.267003
-3,24,6.622393
28,21,6.880507
1,19,7.113884
-4,28,7.475276
-3,25,7.753534
