#{"t_start": 1705046947.7775495, "env_id": "match3-wide-v0"}
r,l,t
-150,74,550.556197
-150,327,565.385437
-150,194,571.142124
-250,853,606.905099
-100,1155,653.543636
300,1155,700.762711
-250,33,701.132286
-250,131,706.333278
-200,194,716.098333
0,511,737.190665
0,580,758.548397
-200,107,763.50843
50,676,789.765153
50,281,804.056936
0,1155,850.233777
-300,363,861.436194
200,909,900.85772
250,1068,941.239159
-150,157,946.491925
-100,95,951.220647
-50,73,951.961244
50,79,956.529532
50,263,966.650668
150,139,971.862749
100,123,976.836063
200,423,996.193703
100,166,1001.619875
0,281,1011.9806
-200,172,1017.43745
50,527,1037.964279
-150,292,1052.415351
-150,68,1053.096262
-200,214,1062.822907
-50,1155,1108.459749
0,123,1113.466613
-50,1155,1159.286563
-250,1155,1205.256242
-200,491,1225.507265
0,652,1251.124721
-150,217,1260.866788
50,1155,1305.885356
50,1155,1351.134429
-50,1155,1396.32607
150,797,1426.982447
-100,151,1432.372019
200,328,1447.269946
200,62,1447.86336
100,191,1457.533207
200,84,1458.374911
50,32,1462.576152
350,360,1473.751838
150,114,1478.727099
100,33,1479.043963
300,149,1488.284126
0,234,1494.507405
100,65,1498.965015
150,156,1504.415478
250,140,1509.621915
150,175,1519.157024
150,48,1519.700496
150,56,1520.298439
100,52,1524.745536
200,35,1525.158432
250,153,1530.68865
300,112,1535.663978
50,70,1540.328703
150,1155,1586.404688
200,203,1592.285525
250,42,1596.470731
150,277,1607.059019
200,282,1617.57199
50,1155,1664.160518
250,110,1669.291721
50,1031,1710.034636
50,186,1715.896852
250,328,1731.711873
150,498,1752.991915
300,618,1779.04834
300,94,1780.005499
50,257,1790.88162
350,57,1795.685762
150,361,1811.607624
200,93,1812.631613
300,90,1817.714942
400,213,1828.177654
400,54,1828.834738
200,118,1834.256354
300,48,1838.8762
400,424,1855.894467
50,62,1856.602761
350,675,1887.936379
400,62,1888.655858
150,156,1894.356561
300,86,1899.441306
400,84,1904.498107
250,412,1921.074077
350,358,1937.021428
300,736,1965.066052
200,1066,2012.377378
200,77,2013.202376
300,584,2039.697219
200,99,2044.670451
200,208,2050.922679
300,126,2056.344211
300,115,2061.55904
100,578,2087.801232
450,270,2098.61885
300,43,2099.025707
350,162,2104.834225
350,364,2120.65189
300,50,2125.270699
500,288,2136.553287
200,642,2163.403422
250,217,2174.002494
100,438,2190.718246
350,486,2211.892865
250,81,2212.719998
100,1064,2260.026623
200,59,2260.605937
300,121,2265.862476
300,127,2271.135478
50,952,2313.180559
250,649,2339.944439
100,35,2340.337276
400,66,2341.025691
150,58,2345.616169
100,149,2351.143367
200,487,2372.487115
100,71,2373.253997
0,58,2377.87543
100,176,2384.166686
50,368,2400.628802
100,696,2432.831424
50,1081,2477.63855
150,45,2478.165596
200,56,2482.973785
250,35,2483.420052
300,574,2510.156812
500,346,2522.307915
300,964,2565.438563
100,117,2570.773444
100,885,2608.690034
0,35,2609.128186
400,690,2636.845345
100,91,2641.833534
100,85,2646.900868
150,176,2652.991556
150,244,2664.022671
300,53,2664.638507
100,24,2669.01881
250,142,2674.597524
100,388,2691.078036
150,339,2703.238583
300,29,2707.766133
450,29,2708.13113
0,189,2714.580293
250,80,2719.617536
150,58,2720.285788
300,615,2748.190541
400,269,2759.302397
150,63,2764.05768
300,51,2764.658023
300,619,2792.13411
100,173,2798.099585
300,125,2803.575879
200,546,2830.281208
150,102,2831.561488
250,35,2836.249743
300,120,2841.712145
50,172,2847.811208
200,58,2848.52442
150,97,2853.947064
300,68,2858.930439
250,311,2870.784722
200,77,2875.664876
150,148,2881.569479
200,695,2909.801437
300,444,2931.090684
150,100,2936.348146
250,781,2969.924234
50,1155,3019.263943
150,155,3024.988096
150,40,3025.402277
100,890,3063.66556
300,392,3080.31286
250,30,3080.642183
300,278,3096.186097
650,95,3097.201135
150,433,3118.168885
0,1155,3166.83136
150,157,3172.475302
0,472,3193.463387
250,447,3210.078441
150,131,3215.470009
200,804,3247.913737
0,1155,3300.939518
200,674,3328.0683
0,26,3328.348434
350,1155,3377.400591
100,66,3382.243315
300,271,3393.28639
350,124,3398.785854
200,792,3431.408124
50,154,3437.138747
150,49,3437.674098
0,1155,3486.453086
250,53,3491.049318
100,359,3507.23539
150,51,3507.796398
100,53,3508.365834
50,72,3513.212852
200,1154,3562.096903
400,197,3572.259375
50,418,3588.697209
0,956,3627.327175
-50,449,3648.481462
-50,1155,3696.425005
100,225,3706.976281
50,117,3708.196024
150,127,3713.647045
300,313,3729.501417
450,63,3730.177753
100,872,3768.042712
150,29,3768.363357
0,1155,3817.277521
350,310,3832.966229
200,27,3833.222322
100,198,3843.594689
100,284,3854.666227
200,130,3860.017066
300,96,3865.096724
100,49,3865.648442
250,306,3877.060465
50,26,3881.515816
400,45,3882.03599
150,251,3892.796798
0,101,3897.941759
100,346,3909.757542
200,217,3920.11717
0,38,3920.52176
250,423,3941.37885
50,1039,3984.986982
400,1155,4034.259037
300,120,4039.555619
350,140,4045.024838
150,42,4045.488696
150,36,4049.912573
350,188,4055.971648
350,38,4056.383153
200,289,4071.761997
300,61,4072.422699
250,155,4078.311895
150,1155,4127.720263
100,174,4137.219884
250,153,4143.026644
250,277,4153.971878
50,204,4164.105498
350,38,4164.502927
250,214,4174.706392
50,399,4190.87705
250,391,4206.946711
200,198,4212.966007
150,294,4228.102162
350,386,4244.07163
200,127,4249.521942
100,34,4249.870122
0,398,4266.227278
150,150,4271.884992
100,1155,4320.687049
150,99,4325.768177
200,150,4331.411941
600,66,4336.223203
100,759,4369.030784
50,34,4369.409686
200,72,4370.188147
0,142,4375.758648
150,28,4380.04732
250,50,4380.606409
300,1155,4429.203908
50,195,4439.649566
250,66,4440.366463
450,94,4445.214439
0,793,4478.02658
150,400,4494.341641
250,105,4499.473792
0,88,4504.464324
50,191,4510.47536
-150,581,4536.562155
150,246,4546.977254
50,650,4574.196648
400,73,4574.964091
150,574,4601.038712
50,1155,4649.979564
100,1034,4693.489872
250,1155,4742.132649
250,93,4747.216527
100,378,4763.257783
150,420,4779.726787
50,65,4780.442424
250,123,4785.844424
0,317,4801.347988
0,767,4833.51616
50,35,4833.906526
50,104,4839.095408
150,1155,4887.97564
0,35,4888.387019
100,16,4888.592992
150,1155,4938.066718
150,280,4954.215673
200,777,4987.249785
300,79,4988.099026
-50,235,4998.75539
200,177,5004.730061
200,451,5025.731186
300,147,5031.281806
300,88,5036.169653
250,25,5036.473116
150,51,5037.040351
300,18,5041.292794
350,50,5041.863843
200,45,5042.392782
300,182,5052.364323
-100,625,5079.043391
200,368,5091.278111
400,74,5096.086251
300,153,5101.874088
200,366,5117.59589
0,657,5144.922811
550,324,5160.467965
350,344,5172.564865
-50,150,5182.61976
300,71,5183.45245
300,17,5183.640594
150,77,5188.410472
150,181,5194.483803
250,38,5199.134099
150,92,5200.128156
350,76,5205.197496
250,16,5205.357952
50,80,5210.364798
0,215,5216.931005
-100,943,5259.932772
150,91,5260.9945
300,41,5265.517118
400,379,5282.124106
300,96,5283.316057
300,115,5288.737759
100,161,5298.636548
150,75,5299.591983
150,20,5299.85989
150,68,5304.684712
250,32,5305.063402
300,65,5309.791135
250,58,5310.467387
250,19,5310.708637
250,25,5311.034682
500,33,5315.341916
100,94,5316.530966
350,39,5320.913961
200,44,5321.484475
400,63,5326.13995
450,22,5326.394154
250,15,5326.603892
50,100,5331.827055
300,74,5332.762542
300,82,5337.777274
250,36,5338.302262
450,30,5338.729617
500,17,5338.960904
-50,152,5348.884025
250,121,5354.415425
100,239,5361.365925
400,45,5365.84472
200,64,5366.693396
400,71,5371.6071
400,36,5372.016736
300,34,5372.496119
200,103,5377.733307
100,74,5382.772274
350,27,5383.131426
350,21,5383.408292
200,18,5383.664506
450,125,5389.293336
200,104,5394.661693
350,20,5394.95006
250,245,5406.047476
250,27,5406.364455
100,58,5411.147121
150,18,5411.392375
300,30,5411.797496
350,25,5412.082595
400,45,5416.633792
200,16,5416.804444
100,72,5417.815835
200,215,5428.442183
300,170,5434.645972
350,23,5438.876474
150,80,5439.928389
350,210,5450.576747
250,28,5450.99014
250,41,5451.543653
350,54,5456.227564
250,32,5456.680609
350,28,5457.066832
350,21,5461.309389
350,15,5461.483102
350,62,5462.350293
450,21,5462.614955
150,88,5467.77687
300,21,5468.083028
600,220,5478.942256
450,26,5479.259937
200,24,5479.630488
600,27,5479.960594
300,15,5484.202591
450,32,5484.596519
300,43,5485.168287
500,25,5485.516817
350,63,5490.368346
250,16,5490.617162
150,22,5490.92489
200,91,5496.093362
0,25,5496.434816
250,33,5496.941783
400,22,5497.252332
300,26,5501.566237
500,37,5502.081118
400,56,5502.935185
150,27,5507.594492
300,19,5507.811188
600,23,5508.158854
550,54,5508.8784
400,192,5519.568376
350,20,5519.839572
200,18,5520.082213
250,17,5520.342397
250,45,5524.954266
400,28,5525.305478
200,60,5526.106759
350,36,5530.484916
0,27,5530.785387
100,301,5542.779437
100,195,5553.252448
400,23,5553.559006
350,57,5554.338236
200,68,5559.163226
400,190,5565.571541
350,802,5603.563502
200,671,5631.965569
500,19,5632.261328
350,16,5632.50688
150,63,5637.267741
250,15,5637.449296
500,149,5643.397416
500,113,5648.898609
300,18,5649.104456
150,50,5649.783383
500,23,5654.110895
400,121,5655.805267
300,33,5660.27815
300,39,5660.805714
450,78,5665.91459
650,22,5666.189363
400,38,5666.72993
450,34,5667.169283
150,21,5671.40811
50,42,5672.021905
400,37,5672.499386
200,15,5672.757746
250,25,5673.0594
300,16,5677.241332
400,18,5677.511756
250,44,5678.105541
300,22,5678.371203
400,24,5678.731099
250,34,5683.194412
250,29,5683.552276
300,38,5684.094827
150,33,5684.539112
450,16,5688.805071
350,45,5689.354592
450,18,5689.58431
50,33,5689.969679
350,33,5694.36165
400,45,5694.97163
100,149,5700.935105
300,25,5701.255579
450,51,5705.914927
450,43,5706.535356
200,15,5706.697677
600,25,5707.078505
150,37,5711.552581
350,37,5712.053602
400,52,5712.832464
350,22,5717.258997
400,107,5718.72613
350,29,5723.076241
50,17,5723.380396
200,60,5724.17569
300,16,5724.440475
450,16,5724.640135
750,24,5729.042689
200,19,5729.290639
350,20,5729.586356
450,15,5729.826555
300,16,5730.070573
350,15,5730.271789
300,21,5730.608895
250,122,5736.344267
500,17,5740.506043
350,16,5740.7764
200,27,5741.123409
200,19,5741.429246
500,23,5741.796469
200,16,5742.015253
550,56,5746.801163
300,37,5747.344809
300,19,5747.6605
200,20,5747.93901
200,29,5752.284299
400,231,5759.506752
350,21,5763.723068
500,19,5763.998662
500,38,5764.589024
150,32,5765.116018
200,169,5775.432992
150,82,5776.661599
400,16,5776.95762
50,126,5782.887163
450,28,5787.206889
150,29,5787.646096
450,29,5788.076529
450,20,5788.388031
350,19,5788.698928
200,26,5789.104876
450,21,5793.362234
100,80,5794.506924
500,22,5794.799772
500,28,5799.092933
250,24,5799.453565
500,45,5800.181812
300,23,5800.540667
250,54,5805.289353
500,23,5805.692551
250,39,5806.265522
350,60,5811.088688
300,19,5811.349467
150,41,5811.901831
150,25,5812.2217
300,17,5816.391262
150,17,5816.647954
250,23,5816.955871
150,30,5817.410803
300,18,5817.686575
350,19,5817.959577
650,16,5822.104452
350,22,5822.437539
450,92,5823.882585
450,19,5828.043158
150,25,5828.494291
250,23,5828.819434
500,29,5829.263862
300,27,5829.668727
400,23,5833.864688
300,17,5834.150574
150,39,5834.736772
250,22,5835.03763
250,31,5835.471501
350,26,5839.804311
400,27,5840.173977
400,88,5845.387969
250,134,5851.260922
350,28,5851.644841
300,38,5852.240418
500,78,5857.327435
150,34,5857.82364
400,28,5858.271425
550,25,5858.654542
350,28,5862.964842
350,15,5863.210667
300,31,5863.646206
250,21,5863.959049
150,110,5869.515616
300,27,5869.926009
250,25,5870.280237
500,27,5874.601824
200,37,5875.164954
250,58,5875.987023
600,24,5880.195735
350,27,5880.615508
350,21,5880.921641
300,22,5881.234216
500,37,5881.717651
250,24,5885.891111
500,35,5886.406402
400,32,5886.845483
150,18,5887.11669
200,16,5887.326858
350,29,5891.639445
400,20,5891.92889
200,47,5892.605537
300,18,5892.86086
250,22,5893.13457
550,184,5903.539545
450,18,5903.829319
500,19,5904.107881
350,23,5904.417037
350,19,5904.671654
550,21,5908.886864
600,20,5909.144151
450,21,5909.442962
400,63,5910.329581
200,49,5914.817614
400,20,5915.102777
450,21,5915.461507
250,167,5921.606899
350,25,5925.937042
100,27,5926.314144
250,108,5931.80336
300,17,5932.056148
450,28,5932.470419
250,44,5933.050502
250,42,5937.624732
100,41,5938.166389
300,39,5938.730843
350,54,5943.579347
500,106,5948.924252
150,23,5949.276549
300,25,5949.611459
350,27,5950.025887
250,23,5950.344723
150,28,5954.64106
250,30,5955.049303
450,20,5955.348078
350,33,5955.815004
250,20,5956.094306
150,30,5960.570558
250,41,5961.175429
450,287,5973.078701
250,18,5973.393499
300,66,5978.257899
350,163,5984.608017
400,76,5989.483022
550,32,5989.956762
350,17,5990.173692
200,59,5994.892599
200,338,6007.452277
600,28,6007.856402
150,15,6008.041547
250,43,6012.625094
400,82,6013.803834
300,41,6018.306926
300,37,6018.84799
100,23,6019.171742
0,250,6030.640701
400,17,6030.910927
100,42,6035.408252
500,160,6041.731126
350,22,6042.039263
150,23,6042.338517
350,67,6047.193321
150,65,6048.063688
350,18,6048.363077
200,33,6052.882565
500,26,6053.246233
150,31,6053.699278
200,33,6054.182789
250,183,6064.511261
450,23,6064.806331
350,40,6065.390489
350,16,6065.630649
450,32,6070.064207
300,26,6070.465261
300,28,6070.828024
150,26,6071.213365
250,89,6076.455726
350,22,6076.762261
450,26,6077.149707
300,39,6081.693907
300,22,6082.003921
400,18,6082.270798
350,19,6082.505696
600,78,6087.439955
300,36,6087.929537
250,27,6088.321323
400,52,6092.930366
300,62,6093.83461
250,72,6098.722868
300,37,6099.267321
300,24,6099.579444
300,121,6105.295334
200,24,6105.682958
250,48,6110.419709
350,33,6110.887492
300,49,6111.600001
250,61,6116.269743
150,15,6116.45084
650,36,6116.959396
200,45,6121.509772
250,30,6121.930322
350,19,6122.23286
200,153,6128.543136
450,24,6128.860137
300,38,6133.469737
550,26,6133.806968
400,16,6134.051316
300,46,6134.733429
350,26,6138.963076
400,26,6139.354436
400,24,6139.686585
150,18,6139.957866
350,47,6140.669911
250,17,6144.742131
250,40,6145.28984
300,155,6151.403998
300,89,6156.663672
250,17,6156.935533
400,31,6157.411703
500,29,6157.839475
200,32,6162.274957
500,42,6162.866746
350,135,6168.687871
550,141,6174.668249
250,39,6175.181381
200,30,6179.61239
400,23,6179.950783
450,24,6180.271288
150,59,6181.067075
450,37,6185.541182
400,16,6185.71371
450,19,6185.9909
350,293,6198.039081
400,66,6202.838351
450,34,6203.372708
150,73,6208.234656
250,48,6208.914839
250,32,6209.335708
350,21,6209.599486
50,27,6213.841315
550,43,6214.431378
400,18,6214.671943
350,46,6219.139625
400,24,6219.513534
100,22,6219.799932
300,18,6220.069029
400,21,6220.372364
300,53,6224.968194
350,26,6225.371443
200,60,6226.1658
50,19,6226.427001
100,78,6231.299442
450,27,6231.656245
200,54,6236.32246
350,25,6236.657135
300,70,6237.573993
200,48,6242.149642
300,34,6242.562975
250,181,6248.923285
700,55,6253.689204
450,196,6260.275391
300,33,6264.713519
150,18,6264.938863
100,76,6265.875604
500,36,6270.321717
450,61,6271.194963
250,27,6271.582942
450,26,6275.878782
600,60,6276.71713
50,16,6276.986929
450,26,6277.323521
250,44,6281.881207
150,24,6282.21361
100,20,6282.47935
200,22,6282.783392
400,17,6283.048221
350,27,6287.391595
350,41,6287.965515
150,27,6288.359838
300,36,6288.787284
500,24,6293.14311
300,23,6293.517545
550,29,6293.927081
450,610,6321.829455
350,58,6322.648564
400,30,6323.049988
400,19,6327.150991
550,128,6332.756466
450,86,6333.963322
250,28,6334.351225
500,39,6338.84961
350,605,6366.922539
200,34,6367.365327
400,28,6367.738072
300,73,6372.668498
200,87,6373.814481
500,30,6374.263134
300,22,6378.548255
400,19,6378.827127
500,18,6379.090808
500,23,6379.414107
400,116,6384.95143
550,22,6385.24196
250,23,6385.624897
150,16,6389.678591
200,68,6390.710281
250,68,6395.571319
550,27,6395.935768
350,26,6396.353243
350,163,6402.500398
250,43,6407.072104
150,23,6407.39913
450,106,6412.845209
350,48,6413.504213
400,45,6414.173119
350,45,6418.681129
150,46,6419.368276
400,25,6419.681385
500,183,6430.215257
150,28,6430.654113
600,75,6431.675135
350,26,6435.899773
200,1155,6486.689971
150,33,6487.136777
250,87,6492.191039
400,131,6497.748197
250,73,6498.74799
350,15,6498.916876
350,22,6503.114277
350,17,6503.379792
300,28,6503.754562
300,24,6504.061908
300,17,6504.331157
300,21,6504.608509
250,110,6509.929541
450,24,6510.208767
300,24,6514.550681
500,359,6527.560724
300,51,6532.181437
350,33,6532.664508
400,41,6533.202267
300,24,6537.338363
300,20,6537.672184
300,24,6538.006179
250,65,6538.916111
400,37,6543.183253
450,22,6543.50179
450,21,6543.78433
250,37,6544.34895
300,19,6544.615241
400,23,6548.68262
450,24,6549.051454
350,20,6549.360063
550,22,6549.672479
200,20,6549.941682
250,19,6550.229191
250,61,6554.846509
250,22,6555.14277
450,52,6559.659415
500,36,6560.216514
400,29,6560.685153
200,141,6566.431234
300,23,6566.766339
350,25,6570.929065
550,36,6571.413523
300,65,6572.351391
350,21,6572.668238
200,32,6576.892339
300,35,6577.4562
200,48,6578.083489
400,29,6582.279082
500,19,6582.558177
250,29,6582.97412
300,26,6583.376939
400,20,6583.693341
350,18,6583.977581
350,56,6588.568045
250,24,6588.969468
250,26,6589.301625
300,32,6593.522277
350,29,6593.934255
300,21,6594.263336
150,40,6594.868186
150,28,6595.320934
500,32,6599.516486
200,50,6600.285205
100,36,6600.823663
500,33,6605.055722
300,44,6605.742314
300,113,6611.17395
250,27,6611.573484
400,19,6611.866872
400,34,6612.324067
400,28,6616.545201
300,78,6617.703132
100,48,6622.152453
400,39,6622.745207
300,22,6623.039736
450,134,6628.808542
550,95,6633.9866
350,47,6634.672481
200,80,6639.664688
50,30,6640.095895
300,21,6640.424231
350,31,6644.68255
450,108,6646.365513
300,25,6650.652744
300,56,6651.512463
300,40,6652.098853
400,25,6656.38866
250,55,6657.235313
350,94,6662.589462
250,25,6662.932763
300,40,6663.568165
400,26,6663.990314
400,51,6668.529601
250,21,6668.800002
350,19,6669.101029
400,38,6669.67148
250,46,6674.149449
450,48,6674.867219
150,50,6679.495434
250,60,6680.386225
200,46,6681.059144
250,30,6685.330541
150,17,6685.520234
300,38,6686.104319
150,62,6690.862496
550,16,6691.078939
300,76,6692.075625
250,24,6692.445271
250,94,6697.536472
200,91,6702.603894
250,30,6703.018297
250,53,6707.588408
350,41,6708.166255
300,36,6708.674133
300,49,6713.207526
600,29,6713.626187
450,45,6714.243512
600,58,6718.828368
400,21,6719.189148
700,21,6719.475396
650,103,6724.697367
100,39,6725.22577
400,28,6725.609229
350,20,6725.885808
300,45,6730.289445
450,57,6731.118791
200,43,6735.490253
500,26,6735.852695
350,24,6736.188015
200,79,6741.078134
350,26,6741.442522
400,40,6742.009573
200,32,6742.46118
600,28,6746.698953
350,20,6746.981852
150,15,6747.176642
250,34,6747.689458
350,38,6748.180609
250,45,6752.64897
500,70,6753.638989
400,29,6754.048534
250,25,6758.223514
250,16,6758.463733
350,38,6759.019609
650,28,6759.373647
300,44,6763.814186
300,19,6764.070014
350,20,6764.359605
550,47,6764.963381
600,51,6769.596488
200,27,6769.91146
550,43,6770.541708
300,39,6774.828173
350,33,6775.323044
350,42,6775.89277
400,22,6776.201931
300,33,6780.458317
500,18,6780.716193
200,40,6781.328829
150,77,6786.31382
350,25,6786.646401
450,121,6792.266456
400,82,6793.397528
650,59,6798.023806
550,22,6798.317606
250,46,6798.98434
400,77,6803.861626
550,46,6804.532687
200,23,6808.635394
250,29,6809.04052
350,222,6819.890429
450,47,6820.595483
250,35,6821.02722
150,15,6821.298682
350,27,6821.711624
500,22,6825.890956
400,24,6826.211612
300,118,6831.735568
400,30,6832.21545
500,21,6832.522362
700,91,6837.744503
300,33,6838.223079
100,17,6838.53838
350,19,6838.816296
350,24,6842.985012
200,29,6843.43062
350,24,6843.821568
400,44,6844.433025
200,27,6848.713325
150,62,6849.577836
250,95,6854.875565
250,124,6860.587188
500,28,6861.036123
200,42,6861.639587
200,138,6867.480316
0,60,6872.247075
200,35,6872.754436
500,107,6878.265608
400,60,6879.208659
350,29,6883.472379
150,109,6888.963711
250,82,6890.200295
350,98,6895.528255
400,46,6896.184016
450,53,6900.922459
650,53,6901.739441
200,35,6902.251548
200,35,6906.668579
500,28,6907.088493
450,88,6912.283731
200,18,6912.502213
200,22,6912.868711
50,54,6913.633311
300,42,6918.183908
300,28,6918.607516
200,22,6918.934045
450,21,6919.266703
400,39,6919.871957
350,28,6924.235628
200,71,6925.265199
500,36,6929.835828
250,79,6931.001881
350,62,6935.88645
350,24,6936.234932
350,21,6936.536896
450,19,6936.838546
250,32,6937.333477
250,64,6942.498452
500,93,6947.820148
450,34,6948.281626
400,28,6948.70255
200,47,6949.431567
350,66,6954.301048
350,59,6955.081125
350,47,6959.60023
250,23,6959.925683
300,45,6960.612698
150,72,6965.537589
350,34,6966.087518
500,81,6971.119426
350,18,6971.360631
700,127,6977.0977
300,45,6977.804799
350,22,6978.135405
500,24,6982.305918
300,47,6982.981228
300,19,6983.268608
550,26,6983.617499
100,40,6988.011333
350,60,6988.847831
450,31,6989.371867
500,27,6993.55639
250,21,6993.85053
300,40,6994.431607
400,192,7004.957481
250,29,7005.40767
200,58,7006.298162
350,19,7006.573873
250,22,7010.772177
550,42,7011.499671
500,22,7011.846614
400,18,7012.159198
400,39,7016.495862
500,32,7016.984749
300,19,7017.293287
250,37,7017.799862
450,152,7023.974285
450,20,7028.122098
250,24,7028.596774
350,67,7029.661578
250,21,7030.011281
100,58,7034.685108
450,39,7035.312734
450,54,7040.037737
400,53,7040.832162
450,19,7041.163852
350,34,7041.681155
600,59,7046.459646
500,19,7046.783104
350,19,7047.072979
500,23,7047.416398
250,48,7051.933609
400,57,7052.773436
300,38,7053.385619
200,30,7057.707437
750,41,7058.35363
550,112,7063.972021
350,111,7069.415831
250,22,7069.743853
250,26,7070.170694
500,49,7074.722882
400,26,7075.049341
550,25,7075.426823
150,19,7075.737537
250,29,7076.158485
300,22,7076.455621
300,25,7080.575866
350,21,7080.881298
300,51,7081.698765
450,18,7081.925064
150,20,7086.035672
200,92,7087.456898
350,68,7092.290832
300,66,7093.284773
400,29,7097.49519
350,41,7098.073681
500,31,7098.529385
350,72,7103.343907
400,39,7103.882845
400,31,7104.327051
350,36,7104.864143
450,19,7108.948673
450,20,7109.298213
350,75,7110.313868
400,37,7114.653271
500,29,7115.078194
200,33,7115.553228
250,25,7115.922689
500,227,7126.704612
200,17,7126.970594
200,26,7127.379057
450,145,7137.037014
200,28,7137.440537
300,24,7137.749962
250,22,7138.169147
400,21,7138.469523
400,42,7142.866718
650,46,7143.552957
150,42,7144.259876
300,210,7154.942007
350,20,7155.22999
150,26,7155.582193
600,17,7155.866719
300,20,7159.912887
200,22,7160.224673
650,34,7160.746391
350,47,7161.361765
200,20,7165.407783
150,29,7165.834663
550,41,7166.4199
300,23,7166.814675
600,26,7170.895902
500,22,7171.231328
250,45,7171.906027
450,324,7187.93717
550,209,7194.599594
350,69,7199.440148
300,23,7199.768059
400,65,7200.731231
350,25,7204.830936
350,20,7205.131016
150,72,7206.210869
350,24,7210.36972
200,48,7211.06653
350,21,7211.348954
400,29,7211.761163
200,25,7215.919865
300,18,7216.200802
400,19,7216.477445
400,186,7222.9638
200,28,7223.347639
150,76,7228.289891
200,27,7228.678209
300,21,7228.992203
450,41,7233.378488
600,23,7233.706206
350,21,7233.991433
450,44,7234.675943
250,35,7238.967579
450,128,7244.630853
400,58,7245.446072
300,40,7246.0093
150,28,7250.221896
100,77,7251.321011
300,58,7255.974698
200,25,7256.389675
300,33,7256.840495
200,28,7257.257097
350,27,7261.38432
200,30,7261.83431
200,24,7262.217633
300,20,7262.50621
400,34,7262.94802
250,80,7267.919736
250,19,7268.205277
500,24,7268.539889
300,28,7272.746161
500,26,7273.201851
500,20,7273.498209
250,15,7273.664847
50,44,7274.322019
250,28,7278.550787
600,23,7278.864779
400,25,7279.209013
500,27,7279.657699
400,189,7289.97103
100,32,7290.453862
400,20,7290.760302
350,23,7291.074991
200,42,7295.598308
200,28,7295.949047
350,17,7296.236854
450,44,7296.959886
500,22,7301.084531
400,148,7307.15889
100,35,7307.693641
400,55,7308.636857
200,19,7312.741786
300,32,7313.349607
600,31,7313.788698
250,65,7318.678072
400,20,7319.048898
300,25,7319.480242
500,95,7324.75182
100,39,7325.355364
200,29,7325.827706
650,16,7326.109622
500,28,7330.276199
500,34,7330.815302
250,138,7336.696156
300,28,7337.050918
450,66,7341.871963
250,31,7342.34752
250,81,7343.543818
200,19,7347.677726
500,20,7347.958312
