#{"t_start": 1705046947.7685738, "env_id": "match3-wide-v0"}
r,l,t
200,18,5978.692383
350,45,5979.370431
250,70,5984.31726
250,29,5984.749166
300,18,5984.960765
250,42,5989.425757
400,17,5989.621006
150,136,5995.417233
350,58,5996.287623
300,27,5996.615219
250,74,6001.569179
250,22,6001.875797
200,45,6006.386661
250,168,6012.691035
100,36,6013.215781
150,115,6018.782148
300,16,6019.023651
250,16,6019.29801
400,38,6023.737623
350,34,6024.270834
550,28,6024.692235
200,34,6025.160096
400,40,6029.649025
600,151,6035.732172
450,27,6036.144117
300,74,6041.199655
450,32,6041.636009
250,19,6041.924601
350,19,6042.20085
250,24,6042.548133
250,21,6046.751715
300,21,6047.024542
400,17,6047.245159
400,25,6047.60864
100,65,6052.532585
350,45,6053.237551
450,17,6053.508106
250,20,6053.801847
350,16,6053.982673
400,39,6058.401167
250,25,6058.78701
300,31,6059.214967
400,18,6059.47172
400,53,6064.077773
400,34,6064.549763
450,23,6064.908617
450,762,6099.267854
300,19,6099.540299
200,30,6099.958097
450,33,6104.42578
200,115,6110.025703
100,68,6111.070901
250,29,6111.482797
450,67,6116.278719
200,28,6116.660355
100,22,6116.958398
400,51,6121.620985
350,20,6121.900741
0,93,6123.2799
350,28,6127.704794
150,43,6128.331946
300,26,6128.719872
450,15,6128.90502
350,53,6133.755458
350,18,6134.018544
250,75,6138.955097
250,29,6139.372456
250,25,6139.713028
150,19,6139.993769
250,18,6140.278981
300,120,6145.827779
300,95,6151.120479
300,21,6151.396105
300,36,6151.890247
450,15,6152.150917
650,24,6156.401845
150,17,6156.681623
400,21,6156.988064
350,28,6157.436642
100,36,6157.922408
200,19,6162.15766
200,81,6163.343339
200,53,6168.025188
400,66,6168.961283
600,60,6173.723261
350,23,6174.090705
350,34,6174.576651
300,29,6175.007056
200,20,6175.302655
450,115,6180.854566
400,66,6185.698596
500,101,6191.113851
250,36,6191.660671
300,37,6192.147941
600,179,6202.457467
550,32,6202.946102
250,22,6203.259828
150,15,6203.437745
450,295,6215.217874
300,21,6219.384707
350,45,6219.983566
350,20,6220.284156
450,27,6220.673735
200,70,6225.543521
400,19,6225.794251
250,128,6231.387267
100,70,6236.215068
350,138,6241.983564
400,21,6242.274491
400,26,6242.570953
250,30,6243.01676
250,30,6247.409895
600,27,6247.760522
450,16,6247.980262
300,28,6248.302664
300,24,6248.632975
300,148,6254.6629
550,247,6265.74793
550,21,6269.963098
300,347,6282.766659
350,23,6283.082128
250,32,6287.548226
250,33,6287.974491
650,86,6293.067683
350,22,6293.51156
500,122,6299.070775
400,116,6304.544602
550,105,6305.974911
450,22,6310.266301
450,96,6311.559245
400,70,6316.424529
200,24,6316.719325
150,19,6316.98951
250,37,6321.423492
300,25,6321.739226
300,40,6322.300153
450,29,6322.704408
350,22,6322.994771
250,18,6327.135033
200,29,6327.509701
400,64,6328.353883
100,110,6333.757692
400,26,6334.119203
450,22,6338.377748
300,23,6338.731476
400,18,6338.92115
350,122,6344.570943
300,47,6345.157089
600,25,6345.516786
550,30,6349.860323
250,22,6350.176292
400,28,6350.612325
500,16,6350.819275
350,22,6351.179572
200,74,6356.091343
300,87,6361.257938
250,16,6361.450349
250,29,6361.864386
300,21,6362.170936
300,16,6362.42187
450,18,6362.68833
400,60,6367.444644
400,214,6374.254159
400,34,6378.695365
450,22,6379.05477
300,26,6379.407126
200,34,6379.91882
200,38,6384.306091
100,18,6384.570485
450,52,6385.267896
750,16,6385.51864
350,31,6389.831481
350,173,6396.240901
450,119,6401.785488
400,57,6402.621381
300,29,6406.971494
550,49,6407.693979
250,26,6408.034975
200,113,6413.607576
650,17,6413.814112
150,43,6414.460784
350,36,6418.841906
500,21,6419.120309
450,22,6419.483851
350,33,6419.938605
500,39,6424.478301
250,37,6424.988993
250,28,6425.349094
200,56,6430.051219
350,26,6430.48264
250,19,6430.740638
500,26,6431.13705
200,24,6431.460695
150,36,6435.801313
350,24,6436.120352
200,28,6436.521503
250,31,6436.945853
250,32,6441.282007
550,62,6442.111187
300,21,6442.420103
250,25,6442.734037
450,16,6442.974078
150,28,6447.221029
200,49,6447.868286
150,29,6448.243755
650,53,6452.853358
650,163,6458.79923
150,28,6459.213119
200,120,6464.719868
150,22,6465.011196
300,322,6481.370396
450,37,6481.863641
350,21,6482.146346
250,50,6486.699944
350,26,6487.08292
450,191,6493.438005
450,69,6498.255681
600,91,6503.38079
250,129,6508.989599
350,35,6509.431152
300,23,6509.765275
400,43,6510.33395
200,29,6514.70239
150,415,6532.398078
500,42,6532.9661
450,33,6533.428746
300,23,6537.55327
300,28,6538.005181
250,26,6538.375391
400,35,6538.889182
600,38,6543.158467
300,16,6543.373077
450,26,6543.753817
450,32,6544.219455
200,53,6548.699574
200,35,6549.242563
500,19,6549.529268
100,22,6549.820462
300,26,6550.222448
550,84,6555.142771
350,36,6555.689784
350,21,6559.767472
450,26,6560.117933
400,24,6560.498767
400,45,6561.129338
250,29,6565.296636
400,50,6566.020771
300,21,6566.319526
500,17,6566.590284
550,27,6566.998268
350,122,6572.525955
400,21,6576.592609
450,20,6576.885356
350,28,6577.313753
450,59,6578.187439
150,54,6582.689144
450,17,6582.953667
500,19,6583.234125
400,17,6583.441297
200,24,6583.84426
400,164,6593.793337
400,26,6594.220944
550,30,6594.658386
200,36,6595.185524
250,27,6599.357348
500,39,6599.92415
550,29,6600.413622
400,216,6611.086175
250,31,6611.572906
200,44,6612.190638
300,17,6616.271429
350,29,6616.674606
250,28,6617.04948
150,41,6617.614216
50,17,6617.894754
400,27,6622.118543
350,35,6622.608713
400,27,6623.018092
550,16,6623.291656
600,32,6627.528714
300,22,6627.833051
350,33,6628.2774
300,32,6628.793582
50,19,6628.998513
350,26,6633.221707
200,35,6633.780177
400,48,6634.426528
600,143,6640.393239
300,53,6644.964317
350,67,6646.054157
450,57,6650.729539
150,37,6651.359622
150,26,6651.778841
100,22,6652.080901
400,31,6656.422571
550,18,6656.712834
500,17,6656.926165
150,23,6657.372304
300,110,6662.917627
100,27,6663.314724
250,423,6681.084078
600,32,6685.370748
150,15,6685.545166
600,33,6686.088529
250,33,6686.528046
350,20,6686.845737
300,18,6690.967923
300,20,6691.245282
500,50,6691.908689
200,65,6696.603314
350,37,6697.126526
300,25,6697.493779
300,67,6702.178599
500,174,6708.470218
300,16,6708.673135
0,36,6709.233353
300,26,6713.36279
350,16,6713.626187
200,146,6719.484372
300,19,6719.753666
450,25,6720.084596
250,27,6720.461822
500,39,6724.821182
350,16,6725.001721
450,16,6725.234746
250,45,6725.813549
450,40,6730.169285
400,21,6730.475874
350,21,6730.825527
550,33,6731.258868
100,75,6736.052518
450,24,6736.457592
400,189,6746.707929
300,25,6747.03048
300,31,6747.481882
350,18,6747.742827
450,30,6748.16614
550,22,6748.472045
150,23,6752.631853
250,52,6753.368196
450,91,6758.472708
150,29,6758.896065
450,60,6759.720353
400,51,6764.232478
300,35,6764.681819
200,39,6765.22741
400,23,6769.476574
400,134,6775.064546
300,37,6775.594404
350,28,6775.945359
300,35,6776.465454
500,48,6780.983587
500,48,6781.694565
150,25,6782.010356
150,26,6786.295396
250,29,6786.739335
300,23,6787.075555
400,32,6787.534625
50,51,6792.005018
550,21,6792.334828
200,23,6792.697576
200,74,6797.524209
200,29,6797.914805
450,29,6798.318605
550,17,6798.575059
450,23,6798.937647
450,88,6803.960592
250,27,6804.295071
400,66,6809.041517
450,29,6809.466184
150,41,6810.024441
400,25,6814.183612
500,24,6814.564524
400,22,6814.871658
450,24,6815.203513
100,16,6815.456159
350,28,6815.882783
250,72,6820.753957
450,26,6821.130483
450,34,6821.619293
350,115,6827.096971
150,70,6831.952787
500,46,6832.70891
550,33,6837.008748
400,39,6837.610314
300,45,6838.349854
300,25,6838.702898
400,21,6842.832804
150,32,6843.374323
650,29,6843.743786
400,31,6844.249799
350,58,6848.914507
400,37,6849.450745
200,42,6850.038602
300,34,6854.416735
400,16,6854.625778
400,17,6854.919106
300,24,6855.296467
0,15,6855.533021
250,48,6860.089681
50,101,6861.631608
400,67,6866.35048
250,43,6867.01561
300,16,6867.219594
200,25,6867.657019
350,82,6872.744462
300,132,6878.635691
300,167,6884.955319
250,41,6889.460421
400,24,6889.797508
500,67,6890.822233
400,45,6895.393062
400,192,6902.206416
250,22,6906.388785
200,46,6907.086042
250,41,6907.717638
350,39,6908.284664
200,17,6912.359528
300,63,6913.330506
400,33,6913.786326
450,22,6918.001769
400,56,6918.909066
300,22,6919.247754
350,216,6930.414781
450,60,6931.283653
250,30,6935.749408
450,83,6936.981921
450,21,6937.306639
450,277,6953.425785
400,51,6954.165043
500,25,6954.509448
400,18,6954.788178
150,30,6955.18922
350,41,6959.610311
300,25,6960.008534
250,22,6960.333616
450,27,6960.718355
400,28,6964.947781
300,27,6965.38907
200,29,6965.850677
250,27,6966.27915
200,17,6966.477161
700,37,6970.889221
350,23,6971.192233
250,20,6971.505442
300,83,6976.604822
200,53,6977.379112
350,33,6977.861647
200,31,6982.170227
600,52,6982.955498
400,43,6983.580598
150,522,7006.574868
400,25,7010.859246
650,28,7011.264009
200,59,7012.229045
400,62,7016.909189
100,26,7017.34687
400,78,7022.463964
250,119,7028.063572
500,83,7029.413593
250,147,7035.608593
150,30,7039.890105
400,44,7040.548485
250,18,7040.832111
500,45,7041.5435
350,31,7045.9479
200,32,7046.425752
250,27,7046.818009
400,23,7047.225274
450,44,7051.652227
300,68,7052.647467
50,21,7052.958029
600,33,7057.31969
250,26,7057.741852
300,18,7058.047036
550,27,7058.420558
50,59,7063.275204
600,31,7063.711447
150,29,7064.166774
450,18,7064.451627
400,26,7064.85013
500,20,7068.958719
250,31,7069.408539
500,39,7070.01914
350,27,7070.401513
300,92,7075.571654
250,147,7081.482329
450,20,7081.779215
400,28,7086.026208
100,39,7086.606948
550,24,7086.94172
350,19,7087.231837
150,23,7087.637801
350,22,7091.786858
650,15,7091.974874
350,70,7093.045023
500,22,7093.400258
100,34,7097.650976
450,24,7097.968706
650,73,7099.033963
400,21,7103.166755
200,52,7103.87436
200,40,7104.44119
400,22,7104.740964
450,27,7108.966621
300,71,7110.004087
250,21,7110.306886
300,15,7110.554309
50,32,7114.796884
450,158,7120.861734
400,30,7121.293154
250,32,7121.705776
450,145,7131.377979
350,24,7131.766479
350,20,7132.041209
200,27,7132.407231
250,57,7137.036017
150,76,7138.187096
300,29,7138.614223
450,28,7142.770864
500,26,7143.197
150,20,7143.520041
350,101,7148.872399
450,37,7149.411612
450,21,7149.712152
500,34,7150.196743
500,40,7154.541825
400,15,7154.785951
550,22,7155.129066
250,120,7160.63992
400,19,7160.921863
300,121,7166.402945
150,57,7171.018448
300,19,7171.312968
250,21,7171.594671
400,23,7171.922981
400,31,7172.380626
350,44,7176.766869
350,32,7177.302973
450,99,7182.486821
400,25,7182.813184
200,18,7183.102993
550,18,7183.386258
50,32,7183.837588
200,40,7188.208708
250,43,7188.788785
300,71,7193.53712
600,38,7194.077108
400,105,7199.405639
350,31,7199.859335
250,190,7206.394039
650,57,7210.975622
100,46,7211.643758
250,25,7211.978526
500,21,7216.166994
200,28,7216.522029
350,33,7217.025069
300,25,7217.35793
200,34,7221.648408
450,18,7221.856068
250,300,7233.861433
300,20,7234.162756
350,33,7234.684918
150,36,7238.984533
