#{"t_start": 1705046947.8124564, "env_id": "match3-wide-v0"}
r,l,t
50,198,1473.716931
200,94,1478.480822
250,256,1488.756822
150,71,1493.418065
-50,847,1525.247195
50,90,1530.054346
100,74,1534.732467
250,150,1540.17766
250,815,1571.525185
300,148,1576.747313
150,40,1580.928044
200,86,1581.792432
200,183,1591.324918
100,132,1596.394932
250,343,1607.693508
50,774,1638.350001
100,112,1643.396175
150,755,1674.593106
300,64,1678.859569
150,1155,1725.823291
200,482,1743.101716
150,830,1779.25528
150,746,1811.581894
350,99,1816.692807
300,127,1822.14578
200,162,1828.076474
250,221,1838.801575
300,70,1839.626819
250,292,1851.124006
50,80,1855.989969
450,105,1861.194467
350,615,1887.865174
450,262,1898.814905
300,84,1899.867114
300,37,1904.345323
350,240,1911.00798
200,101,1916.141828
250,438,1936.97854
550,82,1937.851359
250,92,1942.926363
350,56,1943.496809
200,518,1969.275954
250,274,1980.213638
200,226,1986.581019
200,120,1991.886257
300,177,2001.780433
100,388,2017.790275
250,86,2018.697188
150,466,2039.889866
250,586,2066.246031
300,706,2093.734219
250,65,2098.394945
200,630,2125.129727
150,810,2158.065919
350,258,2168.808114
500,119,2174.313492
350,59,2174.934179
50,112,2180.178343
400,91,2185.126509
200,300,2196.340939
200,49,2200.829457
100,500,2222.3943
200,49,2222.903388
0,1155,2270.845728
50,55,2271.390379
100,616,2297.848771
200,106,2302.97964
200,92,2307.913077
200,325,2319.371248
250,212,2329.53162
100,307,2340.81222
150,205,2350.88235
50,204,2361.076564
100,164,2366.789704
250,269,2377.855984
100,38,2378.268418
200,45,2383.183225
100,527,2405.392527
100,63,2406.069232
200,38,2406.482337
100,162,2416.4126
150,1155,2465.978629
-50,83,2466.907971
0,23,2471.239599
0,130,2476.933668
100,65,2477.73892
400,61,2482.594823
350,53,2483.212758
50,505,2505.02107
250,314,2516.865685
0,351,2532.976401
150,46,2537.709964
200,62,2538.417981
100,77,2543.419436
50,56,2543.978964
300,65,2548.716688
200,25,2548.963474
100,68,2549.715829
0,1155,2598.613123
100,36,2603.139594
50,127,2608.529495
250,94,2609.614831
100,518,2631.465253
250,154,2641.175654
200,205,2647.527382
-100,128,2653.076099
250,95,2658.318049
100,767,2691.287451
300,25,2691.595563
100,18,2691.773183
350,60,2696.57568
50,476,2714.699331
100,19,2719.00768
-50,39,2719.485063
50,118,2725.088234
150,219,2735.941347
100,91,2737.003265
350,200,2747.580525
200,447,2764.761842
350,96,2769.924089
200,380,2786.472743
150,86,2791.572229
300,270,2802.691823
250,69,2803.467064
100,29,2807.862312
150,23,2808.184855
300,96,2809.275359
200,267,2824.466749
450,51,2825.012766
100,40,2825.467762
600,38,2830.198885
100,86,2831.227199
250,86,2836.572969
0,122,2842.018888
450,30,2842.383828
150,79,2847.412824
150,34,2847.838806
300,29,2848.149182
150,622,2876.168086
250,28,2876.465354
300,315,2892.379091
250,49,2892.920229
350,271,2904.081127
450,46,2908.694651
400,79,2909.577444
250,815,2947.52098
50,1155,2997.028601
150,385,3013.739047
350,699,3041.323399
300,51,3041.821093
300,154,3051.780041
300,77,3052.668328
250,90,3057.874753
500,26,3058.200833
50,1155,3107.832003
50,128,3113.315459
250,48,3117.870132
250,158,3123.573169
300,93,3128.709506
500,42,3129.116552
300,131,3134.650937
50,154,3140.437386
100,114,3145.699969
-50,249,3156.352189
250,344,3171.946499
-50,431,3188.427832
0,217,3198.669642
100,98,3199.672518
0,1155,3247.818829
300,926,3290.273222
250,24,3290.510103
500,72,3291.274524
250,1155,3339.574603
250,417,3360.533414
300,142,3366.167482
250,20,3366.391629
250,48,3366.907319
300,326,3382.79797
200,75,3387.658616
150,1077,3431.586758
450,847,3469.12276
300,487,3486.321532
550,736,3518.713394
0,1155,3567.592653
150,1109,3615.849178
150,745,3648.165422
50,122,3653.056877
0,1155,3701.504733
150,44,3701.992211
200,950,3740.920995
150,171,3750.935878
200,161,3756.713083
300,1155,3805.659941
250,23,3805.938987
50,73,3810.808681
50,612,3833.664423
0,236,3844.482896
100,1046,3892.178886
350,38,3892.571532
300,796,3925.369897
450,79,3930.290746
150,1155,3979.182492
250,1155,4028.547825
250,43,4029.036037
250,244,4039.661561
150,1155,4088.604372
300,1155,4137.661142
150,267,4148.732719
200,28,4149.062167
50,785,4181.14425
350,76,4185.988079
200,1155,4234.049377
200,36,4234.446028
300,68,4239.227297
50,206,4245.283991
50,289,4260.485271
100,1155,4309.368331
400,54,4309.92821
50,1155,4358.953355
200,42,4363.505162
300,45,4363.960898
200,260,4374.915421
200,25,4375.238478
200,637,4402.112271
0,1155,4451.017052
100,347,4466.95319
0,497,4488.16253
100,57,4488.809141
250,113,4494.039665
350,148,4499.674897
100,71,4504.464843
-50,77,4505.26648
100,351,4521.016567
-50,82,4525.863007
100,127,4531.220096
200,52,4531.751356
200,701,4563.073005
50,135,4568.522272
100,72,4569.266657
200,31,4569.605991
-50,334,4585.394513
-100,191,4595.312002
150,200,4601.52667
50,915,4639.603524
-50,1155,4688.519972
0,169,4698.538008
-50,393,4714.884954
400,353,4726.619708
300,205,4736.848579
-50,160,4742.602393
50,1066,4790.251551
100,554,4812.198012
250,527,4833.814858
100,15,4834.01091
100,67,4838.797999
400,49,4839.324665
250,283,4850.531762
300,23,4850.767563
250,76,4855.749026
200,129,4861.284255
150,1155,4909.943077
150,688,4938.283893
250,83,4943.610451
0,844,4981.839745
250,57,4982.513864
200,207,4992.830269
200,164,4998.737438
200,202,5009.098011
350,272,5020.044604
200,237,5030.522886
400,551,5052.671947
200,162,5058.377821
300,140,5063.805836
150,212,5074.145213
100,125,5079.532288
400,49,5080.13936
150,102,5085.268751
150,277,5096.428773
400,55,5101.03392
100,67,5101.783416
-50,252,5112.409988
0,648,5139.48922
100,100,5144.599251
350,39,5145.069271
50,585,5171.740699
150,36,5172.151523
450,150,5177.918755
150,109,5183.460698
200,178,5193.442422
200,390,5210.30839
150,33,5210.671108
250,52,5211.32663
350,135,5216.911629
300,17,5217.130161
150,71,5221.99301
300,40,5222.422713
150,24,5226.655126
100,28,5226.972496
200,20,5227.23114
150,69,5228.009425
0,29,5232.273305
100,264,5243.526888
150,35,5243.998183
300,34,5244.414174
200,256,5255.31797
200,82,5260.238966
100,78,5265.190193
100,19,5265.429192
250,38,5265.934011
550,49,5266.487731
150,709,5299.040502
100,16,5299.284957
350,31,5299.690078
400,696,5331.915278
300,28,5332.2442
350,88,5337.329113
100,50,5338.010676
300,16,5338.258379
300,15,5338.451663
350,32,5338.91883
350,28,5343.216972
500,21,5343.487137
450,27,5343.840386
350,49,5344.481128
250,56,5349.214768
200,58,5349.901467
0,64,5354.733875
400,172,5360.828006
350,118,5366.286372
550,65,5371.044814
500,28,5371.456007
250,24,5371.777487
100,233,5382.761116
300,156,5388.81414
250,67,5393.692511
200,42,5394.261086
300,25,5394.610162
200,112,5400.053549
250,37,5400.530112
150,171,5410.672521
400,178,5416.969809
300,41,5417.531275
400,35,5421.904367
300,95,5423.127429
300,254,5434.346522
350,25,5438.655354
200,99,5439.965579
50,85,5445.007329
400,19,5445.259579
50,21,5445.530412
200,22,5445.806987
400,110,5451.213012
450,48,5455.789796
450,43,5456.372504
350,128,5462.086349
350,67,5466.915265
450,58,5467.809531
150,26,5468.104166
550,15,5468.319815
300,19,5468.582451
400,30,5472.916032
350,49,5473.592841
350,32,5474.012816
150,42,5478.558915
200,59,5479.325908
300,49,5484.003597
550,41,5484.553633
500,33,5484.980358
100,46,5485.612432
450,32,5490.047359
450,52,5490.755181
200,22,5491.078473
0,23,5491.444357
450,21,5495.625119
250,20,5495.891784
250,34,5496.373974
150,19,5496.6482
300,53,5501.288702
250,21,5501.609425
250,16,5501.874973
350,19,5502.182657
400,22,5502.49815
250,22,5502.798126
450,619,5531.497365
350,56,5536.201177
250,24,5536.491585
350,39,5536.989144
300,29,5537.375971
450,144,5543.188544
200,28,5547.547529
300,21,5547.824504
200,95,5553.033446
50,21,5553.358265
450,18,5553.616645
350,206,5564.07592
50,75,5565.132017
450,21,5565.408088
450,65,5570.221979
350,40,5570.752435
300,18,5570.991714
350,150,5576.808889
500,45,5581.321353
350,31,5581.750169
250,79,5586.772079
200,24,5587.074693
150,27,5587.436031
200,16,5587.614445
350,29,5587.997368
150,28,5592.299307
150,22,5592.580869
200,42,5593.162617
150,19,5593.361422
400,22,5593.684381
0,309,5609.550098
700,19,5609.749294
300,29,5610.133572
450,27,5610.530799
500,17,5614.665948
300,41,5615.210508
200,18,5615.464157
450,29,5615.838104
250,24,5616.12275
500,17,5620.238243
350,15,5620.416337
450,172,5626.625219
350,15,5626.850223
400,20,5627.131211
300,18,5627.374251
250,23,5631.520417
450,38,5632.052018
500,39,5632.603549
400,25,5632.9324
400,57,5637.632827
300,37,5638.155588
250,28,5638.51413
300,29,5642.825867
600,20,5643.093271
200,42,5643.629693
400,15,5643.871722
300,39,5644.378629
150,34,5648.76324
150,24,5649.137359
400,21,5649.411703
50,32,5649.849485
250,33,5654.287744
400,19,5654.580398
100,39,5655.10305
400,22,5655.378934
450,148,5661.47494
250,19,5665.732404
350,26,5666.11306
350,19,5666.34532
400,55,5667.105453
300,22,5671.353654
450,15,5671.597544
200,19,5671.848309
100,28,5672.197598
200,28,5672.587777
200,26,5672.98449
200,19,5677.188628
250,83,5678.313356
500,22,5678.598982
400,26,5683.013096
100,47,5683.55797
200,24,5683.921311
600,26,5684.265891
300,20,5684.534809
400,23,5688.916157
300,50,5689.533853
150,42,5690.052378
200,20,5694.229285
500,182,5700.633076
350,26,5701.030822
250,25,5701.347065
200,46,5705.904426
450,507,5729.177952
250,24,5729.508564
250,24,5729.824279
200,16,5730.072134
350,16,5730.35274
150,19,5730.600917
250,51,5735.350437
150,16,5735.545835
350,15,5735.811624
400,52,5740.452173
450,20,5740.759245
650,39,5741.353637
250,58,5742.215241
400,17,5746.328199
500,57,5747.269937
200,41,5747.879454
500,17,5748.158596
350,24,5752.375095
200,27,5752.76714
450,84,5757.848771
400,23,5758.246509
250,31,5758.671962
400,15,5758.855241
450,18,5759.123587
400,59,5763.921865
350,23,5764.255842
400,20,5764.554117
350,28,5765.041644
100,28,5765.486831
300,35,5769.878338
250,20,5770.212998
500,42,5770.771265
300,31,5771.294376
250,32,5775.666425
300,22,5775.975342
200,26,5776.415512
300,16,5776.599763
300,43,5781.247666
400,28,5781.679566
550,17,5781.972062
400,37,5782.551571
450,21,5782.863226
650,25,5787.15403
500,64,5788.147014
300,26,5788.517221
200,17,5788.798146
200,94,5794.088761
100,16,5794.327962
500,28,5794.737536
550,28,5799.030101
250,34,5799.54091
350,42,5800.184759
350,29,5800.661299
300,268,5816.355358
150,39,5816.910992
450,22,5817.232672
350,32,5817.693823
150,21,5817.98386
150,22,5822.250133
400,18,5822.545977
400,40,5823.13254
150,18,5823.451488
200,35,5824.002158
100,31,5828.434451
150,31,5828.894833
300,28,5829.333866
200,47,5833.8395
150,21,5834.156114
300,65,5835.144083
400,26,5835.47074
100,22,5839.769404
300,50,5840.545677
100,21,5840.846783
400,31,5841.297556
400,37,5845.724698
300,35,5846.186101
350,26,5846.592233
200,55,5851.274622
500,42,5851.925043
200,41,5852.516753
500,22,5852.885488
150,22,5857.114209
400,36,5857.642613
450,24,5858.062694
200,26,5858.42082
550,26,5858.817262
450,42,5863.349711
350,26,5863.732146
400,20,5864.044023
450,19,5864.331815
250,37,5868.749605
400,31,5869.263875
300,17,5869.489685
250,21,5869.784989
400,18,5870.055992
100,32,5874.431509
350,47,5875.161062
500,30,5875.571158
350,26,5875.961087
150,31,5880.307448
350,22,5880.606534
150,20,5880.905257
250,18,5881.182496
300,23,5881.461894
200,151,5887.446835
350,21,5891.622487
600,319,5903.943067
250,20,5904.232628
200,38,5908.693026
400,722,5938.391341
250,41,5938.975712
100,46,5943.688168
450,93,5948.873388
300,18,5949.133622
200,20,5949.412874
450,23,5949.722808
250,27,5950.149624
450,153,5956.206051
250,47,5960.945016
300,36,5961.486035
250,20,5961.773688
200,18,5961.976803
400,24,5966.23498
350,37,5966.729285
450,21,5967.070149
600,67,5971.951412
100,23,5972.299433
100,28,5972.640569
500,37,5973.220475
200,50,5977.882963
250,24,5978.22399
250,52,5979.06005
300,26,5979.380127
350,26,5983.675515
350,24,5984.025209
300,37,5984.592057
450,28,5985.008254
400,102,5990.263363
300,256,6001.639752
250,33,6002.103904
400,42,6006.567786
450,19,6006.84376
200,21,6007.148847
50,36,6007.673721
600,30,6012.062219
150,16,6012.253049
400,25,6012.606145
100,85,6017.69089
250,20,6017.977737
350,22,6018.320485
350,16,6018.574763
350,33,6019.018182
200,22,6019.396246
200,49,6023.982982
100,26,6024.393933
450,137,6030.315978
450,34,6030.784813
250,47,6035.382575
250,45,6036.00407
250,40,6036.577381
450,30,6041.022926
250,202,6047.805654
300,34,6048.300917
350,32,6052.751219
300,16,6053.01732
450,27,6053.388854
350,40,6053.957322
500,23,6058.185718
400,36,6058.651466
400,155,6064.743933
250,100,6070.17047
350,46,6070.80209
500,27,6071.199295
300,39,6075.723354
100,36,6076.262787
300,117,6081.875748
450,28,6082.286459
500,129,6087.911994
500,25,6088.286416
400,41,6092.743396
350,19,6093.030174
350,25,6093.378195
350,24,6093.704091
150,24,6094.081129
750,138,6099.914214
250,21,6104.217351
550,20,6104.518037
950,42,6105.080406
300,20,6105.369826
500,31,6105.826291
350,35,6110.384802
250,42,6110.984132
400,19,6111.272688
300,36,6111.733119
200,18,6115.859287
150,54,6116.551133
100,28,6116.949425
450,28,6117.363921
250,79,6122.465716
500,50,6123.210482
450,29,6127.644205
350,26,6127.985104
450,36,6128.546879
200,29,6128.965429
300,44,6133.614199
300,60,6134.461379
300,47,6139.059591
100,34,6139.5132
300,25,6139.912985
250,161,6146.072875
350,22,6146.357363
200,17,6150.52907
0,33,6150.976863
200,19,6151.245925
450,137,6157.24791
450,30,6157.67885
300,45,6162.290918
400,20,6162.580904
450,22,6162.948942
300,23,6163.252555
100,60,6167.991279
500,51,6168.753534
150,171,6175.112562
350,231,6186.228989
300,48,6190.891381
100,30,6191.317982
400,53,6192.086551
200,20,6192.374345
300,94,6197.604152
100,58,6202.295393
200,25,6202.643355
250,24,6202.969709
400,29,6203.394858
400,19,6203.666109
550,30,6207.936287
250,32,6208.390964
400,52,6209.148724
200,30,6209.534659
300,26,6213.717124
500,26,6214.099284
700,72,6215.048298
250,65,6219.805707
200,20,6220.09873
150,44,6220.735785
250,109,6226.130893
250,129,6231.702484
350,65,6236.491517
400,55,6237.2182
250,32,6237.660948
450,250,6248.850271
300,39,6253.363109
300,49,6254.07461
250,24,6254.393565
250,17,6254.638964
500,28,6258.930991
300,18,6259.151338
200,44,6259.758334
100,32,6260.202248
500,40,6264.695211
250,23,6264.960149
250,54,6265.65688
150,26,6265.975584
350,23,6270.268856
350,553,6293.901149
150,41,6294.481538
550,23,6294.757861
400,37,6299.177492
650,21,6299.462732
450,27,6299.831924
450,317,6315.860599
450,29,6316.282388
550,29,6316.683712
50,33,6317.183327
300,22,6321.379609
350,29,6321.784575
300,85,6322.934931
450,71,6327.740248
150,27,6328.145874
50,27,6328.496819
400,24,6332.703366
450,31,6333.147029
350,78,6334.202597
300,24,6338.484408
450,35,6338.971214
350,30,6339.393943
500,21,6339.670275
450,256,6351.135689
500,16,6351.356035
500,49,6355.899236
250,23,6356.220403
150,37,6356.740575
350,45,6361.349923
350,29,6361.707404
400,23,6362.084071
300,89,6367.269825
100,31,6367.660377
450,237,6378.801197
650,35,6379.339299
400,37,6379.875935
150,62,6384.638035
200,17,6384.877479
300,34,6385.330287
350,16,6385.590988
250,19,6389.667131
350,34,6390.209955
300,42,6390.821963
550,19,6391.104212
450,36,6395.519456
250,21,6395.837234
250,47,6396.479193
100,36,6396.978404
350,34,6401.321734
200,28,6401.72465
350,19,6402.004171
450,16,6402.280841
200,20,6402.5429
300,20,6402.82789
350,27,6407.106565
300,37,6407.667621
350,26,6408.088767
250,43,6408.651313
700,24,6412.877823
300,263,6424.54915
300,21,6424.811587
150,43,6425.432291
450,20,6425.716665
250,62,6430.498597
550,21,6430.837862
250,21,6431.125757
300,34,6431.623418
250,21,6435.749452
500,180,6442.085257
200,16,6442.350287
250,26,6442.674195
200,63,6447.35278
400,260,6458.512169
400,18,6458.764007
300,18,6459.026064
250,33,6459.488632
350,17,6463.597092
400,17,6463.81887
450,25,6464.167895
500,56,6464.942799
0,29,6469.359933
200,16,6469.549671
250,23,6469.884966
0,20,6470.149177
500,42,6470.703345
100,45,6475.301512
150,18,6475.573982
550,22,6475.867667
300,33,6476.333216
400,27,6476.67297
350,26,6480.994088
350,33,6481.458408
350,54,6482.199307
500,19,6482.46939
350,90,6487.574593
300,344,6503.736341
500,139,6509.484015
300,25,6509.783227
400,24,6510.124946
500,80,6515.181945
300,37,6515.605639
150,20,6515.894336
150,252,6527.526814
300,45,6532.03025
200,16,6532.312744
450,27,6532.661086
200,24,6533.004696
300,48,6537.472975
300,25,6537.837089
150,77,6538.970298
450,15,6542.893243
400,18,6543.148346
250,69,6544.168592
400,78,6549.025523
400,23,6549.359699
250,38,6549.907773
350,25,6553.994529
650,18,6554.269305
450,17,6554.547301
550,23,6554.837533
100,22,6555.131679
300,18,6555.403178
450,24,6555.794008
100,26,6559.920782
350,16,6560.172632
300,73,6561.220644
350,23,6565.279359
450,16,6565.551358
250,60,6566.404306
350,30,6566.862665
250,86,6571.87415
250,15,6572.060286
200,20,6572.34042
350,57,6576.986491
500,29,6577.429271
300,29,6577.850665
150,21,6578.151536
300,84,6583.079078
350,24,6583.499693
350,22,6583.800377
450,30,6588.03381
450,19,6588.325327
300,19,6588.637758
300,35,6589.115258
50,19,6589.391721
400,27,6593.569457
500,25,6593.890372
300,74,6595.066979
300,29,6599.213732
550,16,6599.455386
400,27,6599.864306
200,23,6600.22137
550,45,6600.898313
300,34,6605.156703
250,49,6605.874384
150,20,6606.177502
200,21,6606.463995
500,19,6610.555085
50,25,6610.888393
200,366,6627.62941
300,38,6628.18409
250,27,6628.547678
500,17,6628.797637
500,17,6629.050346
400,32,6633.331378
350,35,6633.89031
350,19,6634.095402
200,29,6634.520296
550,20,6634.830134
200,37,6639.17769
350,21,6639.499408
450,17,6639.752531
450,18,6640.028076
350,18,6640.242406
300,55,6644.921431
150,47,6645.670359
200,31,6646.16066
650,26,6650.340317
650,23,6650.779246
100,116,6656.404506
550,29,6656.856351
200,15,6657.157099
300,21,6657.470134
400,30,6657.957576
400,22,6662.094336
250,20,6662.408798
100,87,6663.791524
250,156,6673.647307
400,70,6674.713904
300,21,6675.040438
350,17,6675.303118
350,28,6679.604134
200,24,6679.953089
250,32,6680.391539
250,46,6681.064131
500,21,6685.187838
250,24,6685.601659
250,29,6685.972418
250,32,6686.450806
600,89,6691.572442
350,236,6702.40149
200,27,6702.814375
150,44,6703.366901
300,29,6707.594392
150,18,6707.869628
450,47,6708.577873
550,37,6709.079467
400,29,6713.302294
250,21,6713.608235
300,30,6714.003544
450,80,6718.929721
400,32,6719.431512
350,20,6719.708786
500,22,6720.014782
250,42,6724.386879
450,39,6724.926165
350,94,6729.946625
400,22,6730.281466
200,45,6730.943744
250,44,6731.52515
350,28,6735.712625
400,184,6742.101521
300,26,6742.454557
150,24,6746.654066
300,59,6747.456517
500,78,6752.362932
400,18,6752.631852
600,18,6752.926514
350,21,6753.20174
250,39,6753.752592
200,30,6758.000578
250,25,6758.33406
500,21,6758.620313
550,36,6759.177053
200,17,6759.428517
150,44,6763.802217
250,21,6764.077507
450,17,6764.340655
200,19,6764.598506
250,16,6764.792192
450,31,6765.274234
400,22,6769.448649
200,17,6769.628495
450,20,6769.892509
400,79,6774.785288
450,20,6775.049587
300,40,6775.607372
350,27,6776.015572
550,25,6776.389118
450,20,6780.49174
350,115,6782.14847
400,20,6786.286891
350,46,6787.014718
350,32,6787.474899
300,81,6792.409648
350,24,6792.717523
100,106,6798.014393
450,63,6798.934474
300,35,6803.268951
250,57,6803.984786
250,66,6808.750448
500,22,6809.032541
450,79,6810.155676
200,25,6814.358633
300,34,6814.836672
450,23,6815.15963
450,21,6815.45313
250,49,6820.013924
400,36,6820.568821
500,41,6821.130624
250,21,6821.4644
350,37,6825.864709
300,17,6826.128025
200,16,6826.331069
450,27,6826.717895
350,25,6827.044267
350,27,6831.261759
350,22,6831.590579
300,105,6837.083656
300,21,6837.384501
450,28,6837.817481
450,21,6838.126348
550,24,6838.505467
250,20,6838.791362
350,30,6843.077488
500,294,6855.186064
200,33,6855.652732
300,29,6856.102919
200,54,6860.734684
250,22,6861.049515
300,27,6861.484442
200,30,6861.910741
550,91,6867.005143
600,72,6871.930275
50,31,6872.442476
350,140,6878.455737
400,23,6878.860139
250,44,6883.321412
350,26,6883.7309
250,18,6883.999054
350,62,6884.897042
200,25,6889.136653
450,30,6889.58952
400,25,6889.994879
250,28,6890.431146
50,23,6890.752666
400,70,6895.651709
500,22,6895.96211
550,54,6900.657885
700,32,6901.207244
250,19,6901.50786
550,39,6902.060788
550,21,6902.440094
150,16,6906.503078
150,423,6924.525789
350,30,6924.965004
400,52,6929.800921
500,51,6930.531636
500,23,6930.844897
300,133,6936.823587
550,60,6941.87632
200,23,6942.288384
550,26,6942.647405
450,59,6943.528844
450,26,6947.906569
350,25,6948.229856
400,18,6948.517308
400,27,6948.915913
400,58,6953.666793
250,140,6959.513792
150,44,6960.1397
350,324,6976.463143
450,28,6976.909763
350,25,6977.30972
250,40,6977.916305
500,70,6982.781307
200,31,6983.224725
200,63,6987.943885
600,29,6988.345364
200,18,6988.609203
500,77,6993.537443
450,30,6993.975128
100,54,6994.776001
350,16,6994.953478
600,23,6999.179787
450,25,6999.511975
500,23,6999.880569
400,38,7000.446657
300,19,7000.721175
400,30,7004.983347
450,33,7005.590005
300,25,7005.943396
400,27,7006.365528
200,36,7010.735276
650,26,7011.187704
550,16,7011.464764
150,31,7011.976146
400,85,7016.989736
150,23,7017.336591
450,24,7017.731041
400,57,7022.565414
100,36,7023.074731
500,32,7023.528734
200,26,7023.898927
250,115,7029.554067
250,34,7033.978523
400,24,7034.313072
250,20,7034.63274
550,35,7035.223971
250,39,7035.865295
300,32,7040.184405
550,23,7040.504771
350,35,7041.09844
350,26,7041.48366
150,19,7045.650382
350,30,7046.108853
250,21,7046.424739
300,23,7046.84744
250,33,7047.340074
350,26,7051.473171
250,54,7052.291266
550,55,7053.09062
500,26,7057.394665
250,22,7057.715921
450,68,7058.778319
450,17,7059.053011
500,39,7063.588873
700,18,7063.816964
300,20,7064.122892
600,35,7064.666296
350,33,7068.944391
350,52,7069.716924
550,27,7070.153342
400,106,7075.526774
400,86,7080.531985
450,35,7081.099096
450,82,7086.124306
200,36,7086.689255
200,38,7087.188952
450,31,7087.658536
400,20,7091.792844
350,22,7092.196707
100,36,7092.703473
200,52,7093.428558
400,30,7097.648982
450,27,7098.054733
250,31,7098.513427
250,36,7099.008032
450,17,7103.106916
550,32,7103.539784
300,29,7103.93871
250,33,7104.397308
400,18,7104.661765
550,22,7108.783905
350,23,7109.155812
550,16,7109.39626
250,59,7110.238189
500,15,7110.424829
300,17,7114.458709
450,119,7119.965512
400,36,7120.451865
400,17,7120.724006
500,20,7121.020006
200,76,7125.865379
350,23,7126.207577
150,38,7126.782468
250,56,7131.351048
350,125,7136.982816
550,137,7142.814855
150,28,7143.194903
550,18,7143.500094
350,27,7143.904246
100,26,7144.37116
400,17,7148.366061
300,15,7148.665225
600,29,7149.080967
350,137,7154.793459
200,25,7155.214038
150,25,7155.557261
350,17,7155.84059
150,36,7160.149872
250,103,7165.345949
200,23,7165.661903
400,27,7166.069422
500,22,7166.377015
700,18,7166.655071
250,26,7167.062714
250,554,7193.883287
200,49,7194.538753
600,22,7194.853029
100,21,7198.973407
350,122,7200.740691
150,71,7205.541842
350,31,7206.016236
350,131,7211.716283
300,22,7212.028897
400,101,7217.296096
350,25,7217.624879
400,44,7222.050068
200,17,7222.333847
100,25,7222.663418
550,25,7223.0809
650,16,7223.29478
150,58,7227.94213
250,41,7228.549021
250,39,7232.912911
400,103,7234.399434
600,18,7234.677129
100,46,7239.179616
700,196,7245.724475
200,70,7250.538332
300,18,7250.840874
650,22,7251.139059
550,46,7255.630008
350,16,7255.818866
