#{"t_start": 1705046947.6459024, "env_id": "match3-wide-v0"}
r,l,t
50,145,237.42613
100,1155,283.973769
-300,225,290.137563
-50,129,295.376636
100,133,300.660808
-50,470,320.666482
-200,311,335.323313
-200,192,341.076512
-100,137,346.571904
-300,136,351.891532
0,171,361.344612
-150,131,366.46376
-400,98,367.448702
-100,698,397.414996
-150,54,397.937689
-50,256,408.248638
-100,134,413.515136
150,360,428.766571
-200,226,438.748006
-150,53,439.253928
-200,55,443.665212
-400,34,444.02366
-200,206,453.784169
-150,64,454.417165
-150,186,463.785492
-100,211,469.601433
-150,365,484.510262
-150,96,489.234027
-100,495,509.407688
-200,677,535.066619
-50,775,565.775301
-250,668,591.600824
-200,184,601.396176
-250,323,612.393974
-50,201,622.095102
100,98,623.085575
-50,287,637.511161
-50,103,642.595555
-150,71,643.368751
-150,92,648.400815
-50,1155,695.343742
0,259,705.834205
0,307,716.871898
50,86,721.807956
-300,38,722.160987
100,215,732.29412
-100,137,737.603364
50,223,747.641275
0,248,757.835977
-100,291,768.529077
0,543,789.526666
50,193,799.068911
-150,154,804.500388
-150,1155,850.681395
-250,1155,896.441712
100,1155,941.382775
-150,905,976.758271
50,157,982.162134
0,1155,1027.635232
-150,96,1032.476941
200,114,1037.40316
-50,1155,1083.185465
0,148,1088.397387
-150,344,1103.319511
50,1155,1149.135962
100,1155,1194.967722
200,375,1210.236207
0,1155,1256.214494
0,354,1270.983437
150,806,1301.353992
-50,1119,1346.084944
0,625,1367.237593
0,390,1386.161332
250,857,1417.355577
150,491,1437.623817
0,420,1453.524781
-50,215,1463.339717
50,142,1468.478463
250,81,1473.161526
100,135,1478.275837
100,193,1484.172744
200,101,1489.000564
200,426,1504.862425
150,309,1519.561865
200,68,1520.305415
50,65,1524.886158
50,1155,1571.486252
100,162,1576.836414
250,170,1586.108997
100,73,1586.896447
150,579,1612.011776
300,56,1612.572014
50,257,1622.846087
150,43,1623.291894
300,32,1627.370831
250,38,1627.776585
250,62,1628.381943
300,284,1642.713411
250,88,1643.613593
150,209,1653.604717
150,66,1654.31098
350,487,1674.931202
300,738,1704.861202
250,286,1715.78271
250,1155,1764.118047
300,112,1769.295118
100,757,1801.359918
100,708,1833.522499
250,179,1839.700509
300,82,1844.703001
400,57,1845.389104
250,55,1850.077459
300,290,1861.360145
100,112,1866.671538
150,714,1894.342798
350,65,1899.166399
200,64,1899.94243
350,132,1905.49669
250,136,1911.02163
200,49,1915.62136
100,546,1937.575913
300,48,1938.110605
400,69,1942.904655
400,457,1959.835486
200,683,1991.287026
350,63,1991.95201
350,278,2002.867322
150,95,2007.841795
250,936,2049.986451
250,160,2055.714077
300,208,2061.987628
200,99,2067.165214
300,195,2077.183816
50,136,2082.619471
200,37,2083.01628
300,900,2120.544628
150,75,2125.410325
350,35,2125.79524
200,488,2147.331222
200,68,2148.065128
50,472,2168.995557
400,21,2169.274985
300,215,2179.822181
350,73,2180.554234
50,1155,2228.98959
0,1155,2276.868274
150,341,2292.511077
200,525,2314.050403
100,732,2345.733227
0,99,2350.728444
200,261,2361.477322
100,80,2362.291308
250,190,2372.510082
200,73,2373.297156
100,39,2377.730817
0,93,2378.747712
100,167,2389.125018
50,168,2395.199299
150,64,2399.983328
250,85,2400.860356
50,62,2405.574807
200,49,2406.110702
150,78,2411.102519
100,40,2411.510187
300,861,2449.529184
100,36,2449.944822
100,65,2454.787535
100,172,2460.811044
300,48,2461.368661
150,87,2466.383293
50,59,2467.04187
200,27,2471.406153
100,40,2471.888997
100,30,2472.246978
100,23,2472.555892
300,206,2483.250381
100,25,2483.576933
250,44,2484.050296
100,1155,2537.859465
150,61,2538.557902
100,261,2549.532432
150,303,2560.911217
300,94,2565.985916
350,49,2570.571314
250,203,2576.874324
300,87,2581.988092
100,82,2582.794012
250,404,2603.290074
100,103,2604.322461
150,51,2609.023114
150,40,2609.493649
100,197,2619.952253
150,682,2647.380451
150,283,2658.863353
250,37,2659.236415
300,43,2663.888626
100,341,2675.805101
200,89,2680.900156
100,106,2686.094963
150,121,2691.474814
250,41,2691.992131
400,38,2696.505358
150,36,2696.920583
200,49,2697.487688
100,96,2702.710454
50,129,2708.453736
100,143,2714.350319
50,1155,2764.668281
100,107,2769.974347
50,130,2775.558463
50,492,2797.409897
250,105,2802.643074
350,83,2803.589105
200,46,2808.16221
100,24,2808.497155
200,1047,2853.814311
300,263,2865.196145
350,81,2870.241383
400,38,2870.696477
300,66,2871.373415
150,263,2886.808772
150,206,2893.120492
250,314,2908.870181
250,82,2909.821416
50,125,2915.313546
200,185,2925.605613
200,77,2926.435591
350,598,2953.732726
100,300,2965.356481
400,802,3002.587928
250,119,3003.750472
50,346,3020.068341
300,151,3025.732726
50,1155,3075.06235
100,38,3079.71828
250,141,3085.616099
300,230,3096.265677
150,424,3113.067092
200,241,3123.66465
150,136,3129.252541
350,145,3134.91561
450,57,3135.517458
150,224,3146.090901
100,238,3156.635405
50,1155,3204.693033
150,296,3215.791818
300,514,3237.339524
300,190,3247.296689
250,592,3269.473706
350,80,3274.413746
0,141,3280.074348
300,798,3312.940199
450,151,3322.532464
200,322,3333.875463
200,127,3339.296171
200,1155,3388.632487
250,67,3393.500728
350,47,3393.98848
500,89,3399.067672
150,48,3399.600905
200,478,3420.827044
-50,27,3421.12409
250,198,3431.295315
0,32,3431.640865
100,778,3464.433763
50,126,3469.803542
200,27,3470.096226
200,179,3480.053249
150,190,3486.045524
200,606,3512.962667
50,64,3513.651063
400,54,3518.335879
400,246,3529.025912
150,35,3529.387731
0,85,3534.334947
300,500,3551.85139
100,1155,3600.50815
0,118,3605.93198
100,1041,3653.149122
50,55,3653.733999
150,1155,3702.201726
200,1155,3751.496629
50,54,3752.032856
50,1155,3801.06302
-50,413,3821.769988
150,125,3827.19614
300,544,3849.450652
100,164,3855.174673
350,258,3866.00977
150,1155,3914.988801
100,38,3919.469028
200,271,3930.400673
200,817,3963.58842
100,1155,4012.709648
0,1155,4061.568118
100,1155,4111.124952
150,43,4111.582512
100,315,4127.354699
100,993,4169.65448
550,39,4170.053176
300,69,4170.736377
400,320,4186.085944
150,525,4207.567539
200,58,4212.140871
100,51,4212.680703
300,75,4217.417977
400,96,4218.410905
200,114,4223.575604
300,548,4245.43359
100,77,4250.34225
350,184,4256.313141
-50,72,4261.107458
200,70,4265.870305
100,147,4271.487198
150,282,4282.54116
0,51,4283.074966
-100,34,4287.611019
-100,466,4304.721874
250,253,4315.555552
200,55,4320.186861
200,393,4336.558429
100,150,4342.225163
200,36,4342.598279
250,517,4364.641699
350,25,4364.907442
100,70,4369.768639
150,195,4375.962778
250,25,4380.186946
100,15,4380.394884
300,366,4396.442526
250,197,4402.424124
150,739,4434.500611
200,76,4439.738646
-100,1155,4488.16867
100,31,4488.560288
250,95,4493.656014
250,132,4499.078268
200,380,4515.168998
150,83,4516.017738
250,231,4526.448825
150,106,4531.596972
0,189,4537.47694
250,159,4547.001244
50,225,4553.398553
250,585,4579.969094
50,58,4580.563102
50,399,4596.748719
0,294,4612.059114
0,567,4634.331954
-50,222,4644.832569
0,88,4649.872092
150,21,4650.096522
200,651,4677.350884
450,44,4677.821814
0,379,4694.043986
-50,462,4715.186417
100,281,4726.121075
50,106,4731.296072
200,469,4748.532502
150,51,4753.054641
100,114,4758.297882
50,1155,4806.84632
50,262,4817.564994
-100,276,4828.528381
300,369,4844.714447
50,697,4872.607307
200,252,4883.251031
350,275,4894.206182
250,486,4915.633271
50,888,4955.275617
100,287,4966.64662
200,175,4976.654891
150,73,4977.40823
100,328,4993.202415
300,78,4998.089104
250,94,4999.20096
50,163,5009.056486
300,90,5010.102816
550,107,5015.301972
350,29,5015.625465
0,100,5020.706089
50,564,5042.855042
100,156,5052.511929
250,264,5063.212481
300,82,5064.126104
0,35,5068.55894
150,120,5073.878279
200,337,5085.653373
50,85,5090.600227
200,140,5096.202421
100,220,5106.673868
0,461,5123.557213
0,231,5134.149528
450,141,5139.646799
50,177,5149.684364
400,414,5166.223684
350,75,5167.08621
100,126,5172.687535
100,116,5178.060748
300,57,5183.009394
300,56,5183.636228
350,39,5188.01154
350,254,5194.917863
400,46,5199.601518
250,82,5200.560074
150,691,5232.776119
350,39,5233.218143
200,39,5233.671955
150,20,5237.966251
500,33,5238.410536
100,55,5239.022649
500,29,5243.405665
250,25,5243.778588
50,17,5243.959286
200,120,5249.328538
350,581,5272.214204
150,139,5277.918314
150,295,5293.525129
250,53,5294.136118
150,16,5294.358901
400,557,5320.937734
250,26,5321.275148
300,78,5322.207671
250,15,5326.294348
250,46,5326.870196
150,22,5327.126684
350,71,5331.994895
150,20,5332.262803
250,35,5332.734144
450,36,5333.156195
300,49,5337.773268
400,218,5344.647682
300,146,5354.520297
400,38,5354.943812
300,39,5355.463793
300,39,5359.870785
200,19,5360.130296
300,32,5360.533014
100,104,5365.792513
50,66,5366.623802
550,22,5366.936142
200,37,5371.374259
350,15,5371.590245
300,142,5377.32968
300,46,5377.953888
100,34,5382.391061
450,15,5382.568276
300,31,5383.05556
50,20,5383.343532
400,65,5388.197444
300,119,5393.719068
300,20,5393.983186
200,15,5394.147518
100,33,5394.636975
100,238,5405.626039
400,116,5411.14753
400,28,5411.531878
400,73,5416.419362
150,48,5417.039963
150,25,5417.422863
250,47,5421.933099
500,32,5422.330788
700,26,5422.670626
250,105,5427.98511
200,19,5428.179816
350,99,5433.493144
500,27,5433.849255
250,19,5434.085033
550,40,5434.632714
600,16,5438.812932
250,35,5439.229897
300,35,5439.714118
300,29,5440.05904
200,22,5440.409982
450,96,5445.5842
400,21,5445.848872
500,164,5455.931981
250,46,5456.539057
200,61,5457.403275
250,30,5461.744987
350,37,5462.252903
200,68,5467.09243
550,18,5467.442699
300,89,5468.614764
250,30,5472.953897
200,22,5473.235091
300,20,5473.499887
150,30,5473.924934
400,56,5478.610193
250,25,5478.977039
300,42,5479.519108
200,25,5479.909551
150,16,5480.092241
150,309,5496.249373
400,36,5496.791812
250,37,5497.27812
200,42,5501.866492
350,51,5502.630931
300,24,5502.946809
300,20,5507.457454
450,47,5508.166811
200,54,5508.872943
350,31,5513.229985
500,15,5513.460741
0,39,5513.995628
300,28,5514.431008
350,51,5519.255198
150,35,5519.682071
250,93,5524.966849
200,65,5525.829294
100,54,5530.387197
250,34,5530.858831
350,39,5531.434261
200,24,5531.79183
250,45,5536.344253
100,204,5542.940662
300,43,5547.448963
400,57,5548.223942
350,92,5553.393981
250,43,5553.969017
500,33,5554.441958
450,26,5558.653749
250,40,5559.177836
400,83,5560.314078
200,25,5564.496787
300,25,5564.874227
250,21,5565.131185
300,38,5565.675262
250,23,5569.938718
250,66,5570.791722
300,36,5571.275874
300,50,5575.827443
300,61,5576.571996
300,34,5577.043107
150,21,5581.228193
350,39,5581.750743
350,27,5582.087275
200,39,5582.600778
450,64,5587.447913
300,54,5588.133749
500,19,5588.399947
200,22,5592.586031
400,55,5593.328175
300,55,5597.903916
250,33,5598.322139
350,56,5599.054851
300,26,5599.434699
300,78,5604.378925
200,19,5604.630079
250,169,5614.720721
150,29,5615.121202
450,53,5615.81758
150,56,5620.427359
200,15,5620.607412
150,25,5620.99426
350,22,5621.283742
350,26,5621.644273
50,20,5621.923794
300,107,5627.19746
400,55,5631.815732
500,29,5632.230153
500,60,5633.074022
300,226,5643.932134
300,50,5648.533951
300,28,5648.929044
300,23,5649.293919
450,94,5654.558392
350,64,5655.421826
150,58,5660.245927
500,46,5660.913306
450,30,5661.337536
500,24,5661.649473
250,16,5665.883002
300,36,5666.347939
250,40,5666.898479
250,18,5667.153563
450,76,5672.170103
450,41,5672.726795
450,29,5673.151044
300,34,5677.547434
600,16,5677.797001
200,20,5678.073124
100,48,5678.714995
450,284,5694.395839
350,25,5694.702164
50,16,5694.954339
300,28,5695.375132
150,29,5695.755349
150,53,5700.36193
150,22,5700.666275
0,48,5701.355309
250,16,5701.605297
300,24,5705.806137
300,28,5706.225096
100,102,5711.588497
300,25,5711.973057
300,26,5712.336504
250,22,5712.66546
50,134,5718.659973
300,21,5718.968089
300,25,5723.215867
250,109,5724.782752
200,42,5729.421288
250,97,5734.840099
300,134,5740.757363
300,32,5741.197908
250,25,5741.559897
200,83,5746.773473
50,27,5747.1526
150,16,5747.426036
300,45,5748.070657
450,20,5752.259133
200,46,5752.942275
500,28,5753.3636
350,15,5753.549574
200,44,5758.10254
500,27,5758.482296
500,25,5758.854438
250,29,5759.270196
200,99,5764.675364
250,42,5765.377635
300,30,5769.710125
400,27,5770.158763
350,25,5770.495762
700,65,5771.461927
450,25,5775.701157
200,16,5775.970069
200,22,5776.302094
400,33,5776.766317
400,17,5777.070318
250,51,5781.820189
450,18,5782.12004
150,45,5782.768333
400,24,5783.175559
200,18,5787.338536
450,16,5787.60955
200,41,5788.198202
450,18,5788.492243
500,34,5788.998258
550,21,5793.241386
100,24,5793.641371
250,27,5794.025453
450,16,5794.234372
450,18,5794.495513
400,37,5795.038787
250,18,5799.131371
450,18,5799.443138
350,18,5799.716441
250,18,5800.007069
300,43,5800.681243
500,41,5805.239536
550,30,5805.721524
450,18,5805.997444
450,19,5806.261298
350,284,5818.159492
250,33,5822.663072
350,128,5828.514109
450,38,5829.105794
200,31,5829.566675
400,17,5829.817301
250,26,5834.103214
400,25,5834.461077
200,43,5835.072648
300,38,5835.620104
250,18,5839.816398
350,16,5840.104461
400,18,5840.314599
450,16,5840.587275
200,30,5841.039267
50,53,5845.678546
250,46,5846.341114
200,21,5846.658476
200,30,5847.072191
400,79,5852.194238
300,83,5857.319345
150,59,5858.256185
500,56,5863.036245
400,22,5863.342314
350,26,5863.735936
800,15,5863.919021
500,42,5864.537339
350,24,5868.846346
400,17,5869.064243
500,25,5869.457958
450,22,5869.77784
300,16,5870.039704
600,21,5870.3634
150,30,5874.707494
400,22,5875.024839
250,27,5875.435945
500,36,5875.902091
550,36,5876.451824
300,64,5881.237391
450,33,5881.720221
300,52,5886.267446
150,21,5886.564141
400,44,5887.167794
350,16,5887.432842
250,34,5891.787047
300,21,5892.08547
500,25,5892.479894
650,22,5892.763356
350,64,5897.487084
600,29,5897.915034
300,20,5898.221087
200,28,5898.66066
350,45,5903.202805
300,19,5903.480896
200,31,5903.935266
450,65,5904.814157
400,35,5909.234054
350,53,5909.915194
400,20,5910.206192
350,28,5914.48843
250,29,5914.8861
250,34,5915.365304
200,15,5915.593154
350,30,5916.021098
450,104,5921.320348
50,44,5925.854225
0,44,5926.541236
350,17,5926.761207
350,58,5927.541365
500,235,5938.811192
400,20,5939.101458
350,105,5944.608448
250,108,5950.008556
300,22,5950.339688
450,80,5955.372872
250,25,5955.753676
450,21,5956.05783
50,49,5960.827052
300,24,5961.13141
450,119,5966.703503
350,53,5967.451555
350,120,5973.091292
250,20,5973.41347
50,22,5973.815179
150,41,5978.323621
350,17,5978.537022
200,24,5978.924865
200,20,5979.236464
300,50,5983.832095
300,23,5984.174807
450,17,5984.449904
500,19,5984.730018
50,47,5985.346408
450,21,5989.480399
150,41,5990.088409
250,105,5995.417548
200,19,5995.704484
500,21,5995.995335
450,115,6001.519041
600,20,6001.805309
400,204,6012.527253
450,22,6012.804617
350,64,6013.795532
500,27,6017.993685
350,34,6018.569448
100,141,6024.533737
250,64,6025.449026
400,45,6030.056043
350,39,6030.619546
300,49,6031.250668
250,44,6035.837568
300,25,6036.169625
300,28,6036.598597
450,25,6036.972549
400,23,6041.304864
250,16,6041.552257
150,128,6047.196841
450,72,6048.27313
250,29,6052.654258
250,26,6053.058469
0,77,6054.206826
350,19,6054.479889
150,29,6058.749464
450,21,6059.044228
550,54,6059.768584
200,46,6064.340559
300,39,6064.885357
150,16,6065.080119
200,31,6065.530115
700,56,6070.336025
450,23,6070.647406
400,26,6071.053426
400,21,6071.335038
250,94,6076.622929
300,125,6082.4194
350,73,6087.272141
450,37,6087.800315
450,69,6088.748769
350,16,6092.809441
0,45,6093.515484
250,42,6094.111497
500,36,6098.538882
200,15,6098.711465
350,27,6099.107415
200,48,6099.803852
300,20,6100.071791
150,187,6110.762825
300,18,6111.034159
300,30,6111.47107
300,38,6115.881705
300,30,6116.281392
500,176,6122.671748
400,42,6123.35141
150,24,6127.687147
450,38,6128.255707
500,114,6133.921661
150,19,6134.19312
400,37,6134.720428
450,16,6134.930732
300,21,6139.184276
350,57,6139.963922
300,29,6140.399657
400,17,6140.657241
500,27,6144.939027
300,20,6145.215706
400,34,6145.657447
100,17,6145.903576
500,72,6150.819803
350,75,6151.853748
300,26,6152.28456
250,30,6156.659016
0,15,6156.847504
200,22,6157.23904
100,41,6157.834702
450,33,6162.246487
200,35,6162.809519
350,322,6175.252555
200,15,6175.451049
250,34,6179.950393
150,25,6180.254186
100,19,6180.532829
400,23,6180.824881
450,37,6185.317508
300,109,6186.79294
300,86,6192.052388
350,79,6197.026826
400,22,6197.365008
500,40,6197.902169
550,69,6202.777374
150,32,6203.238999
550,19,6203.512334
350,36,6203.961728
500,17,6208.083892
300,16,6208.34081
550,61,6209.192417
450,71,6213.981938
350,36,6214.461747
50,65,6215.349526
250,34,6219.687676
500,59,6220.526804
300,134,6226.280493
450,54,6230.889304
300,19,6231.13341
200,69,6232.004598
300,233,6242.984201
350,710,6276.28323
300,41,6276.848777
350,26,6277.253128
350,69,6282.139076
400,283,6294.077492
250,26,6294.476818
450,49,6298.979225
300,62,6299.848873
400,119,6305.42335
400,145,6311.285383
600,151,6317.251001
400,37,6321.699991
300,42,6322.266508
150,131,6327.898822
650,22,6328.179246
100,36,6328.686889
300,16,6332.826739
200,20,6333.119476
300,23,6333.426831
150,189,6339.946643
150,15,6340.150566
150,37,6344.593345
350,34,6345.014643
50,83,6350.11288
450,26,6350.481781
450,66,6351.496091
400,37,6355.897895
500,19,6356.097814
350,34,6356.624082
600,63,6361.421159
200,58,6362.266092
100,30,6362.707516
250,45,6367.221978
150,71,6368.215224
350,16,6368.392521
300,96,6373.622925
250,30,6374.054893
550,31,6378.470919
500,50,6379.194646
150,63,6380.084678
400,22,6384.283697
150,18,6384.541263
250,195,6391.245907
550,43,6395.721423
550,74,6396.792464
450,46,6401.32245
500,33,6401.758703
350,190,6408.448072
350,36,6412.865643
200,22,6413.183621
350,29,6413.602441
350,21,6413.900843
600,42,6414.489946
300,40,6418.956593
450,17,6419.196283
450,41,6419.778592
550,124,6425.480741
300,27,6425.891199
350,88,6431.113832
350,187,6441.412657
400,23,6441.70135
200,23,6441.993863
350,43,6442.65819
50,36,6446.962613
400,117,6448.522914
300,22,6452.739647
650,54,6453.432782
250,53,6454.093224
200,67,6458.806656
400,16,6459.051724
450,81,6464.014921
200,30,6464.463093
300,228,6475.585772
300,23,6475.877842
150,36,6476.385738
650,158,6482.493751
300,39,6486.912375
450,61,6487.749127
200,28,6488.065974
250,27,6492.322686
450,37,6492.793028
200,24,6493.091711
600,20,6493.338934
300,25,6493.702556
350,48,6498.203793
450,30,6498.625666
200,146,6504.487481
550,18,6504.740156
100,62,6509.426431
150,77,6510.45762
100,16,6514.60932
400,23,6514.95771
550,16,6515.128577
300,43,6515.713537
400,37,6516.184542
350,24,6520.472433
550,29,6520.898823
350,42,6521.526247
350,26,6521.845471
400,45,6526.559504
300,45,6527.155767
400,21,6527.529806
200,19,6527.760986
300,21,6532.010792
350,25,6532.338016
350,18,6532.630442
450,46,6533.21675
350,46,6537.676939
250,19,6537.984854
350,29,6538.45019
350,40,6539.002877
350,22,6543.036141
250,24,6543.338735
350,19,6543.633437
200,38,6544.186826
400,16,6544.449496
550,16,6544.631683
400,130,6550.259043
300,18,6554.300963
350,28,6554.713855
350,18,6554.962198
300,29,6555.383022
200,32,6555.827416
500,32,6560.070379
400,68,6561.075959
200,79,6565.972218
200,51,6566.703979
350,48,6571.200661
350,18,6571.404887
600,26,6571.792369
250,24,6572.100725
250,19,6572.382147
300,45,6576.848362
100,38,6577.428445
200,16,6577.635231
150,24,6578.015224
200,16,6578.196678
200,64,6582.920894
300,20,6583.203305
550,20,6583.498613
200,34,6583.991867
250,28,6588.208342
150,22,6588.528783
200,100,6593.76751
550,59,6594.643771
250,132,6600.397897
300,55,6605.012996
400,17,6605.194524
200,42,6605.865981
250,23,6606.190762
250,46,6610.621364
500,28,6611.044974
300,52,6611.77131
400,18,6612.054191
250,66,6616.819906
200,35,6617.313817
500,46,6618.00047
450,35,6622.293077
150,23,6622.68201
400,44,6623.297012
450,52,6627.82639
100,121,6633.376849
50,24,6633.793151
500,50,6634.513382
450,27,6634.932456
200,32,6639.15595
250,25,6639.508138
400,24,6639.901129
400,47,6640.57257
750,63,6645.354994
250,25,6645.72486
250,22,6646.070126
350,25,6646.482201
400,25,6650.673249
550,18,6650.98769
350,31,6651.499249
450,19,6651.794729
250,26,6652.194597
450,52,6656.852004
400,27,6657.323653
100,55,6658.159037
150,45,6662.731082
350,47,6663.429417
400,207,6674.080902
550,38,6674.679695
100,19,6674.980914
650,114,6680.533338
150,27,6680.93094
250,65,6685.660483
450,19,6685.963991
250,61,6686.853134
100,58,6691.526922
500,26,6691.887131
300,105,6697.121338
550,29,6697.524848
450,24,6697.875993
300,29,6702.008302
750,34,6702.541113
150,22,6702.852825
450,19,6703.116027
250,53,6707.626099
450,46,6708.308873
300,17,6708.583132
550,88,6713.620781
200,75,6714.659079
250,28,6718.898238
100,31,6719.336608
300,51,6720.039327
400,46,6724.445234
650,26,6724.836993
100,138,6730.549419
300,130,6736.133741
200,25,6736.472586
550,270,6747.889434
400,25,6748.27135
200,31,6752.506029
500,22,6752.805756
350,27,6753.229186
300,245,6764.254034
400,36,6764.773565
300,59,6769.479373
350,51,6770.155538
400,23,6770.460961
400,46,6774.914371
300,19,6775.169754
200,105,6776.615054
600,34,6780.951028
350,68,6781.887052
200,32,6786.25017
250,32,6786.729174
300,205,6793.445381
250,85,6798.449253
350,87,6803.549493
350,30,6803.951695
250,25,6804.253086
300,31,6804.697247
400,235,6815.703812
350,28,6816.0633
200,63,6820.860059
450,31,6821.278229
150,48,6825.876569
200,30,6826.303553
300,21,6826.607137
250,18,6826.861222
350,77,6831.757133
300,37,6832.348094
350,28,6832.807432
500,17,6833.018534
300,26,6837.281933
450,31,6837.723012
300,20,6838.026768
250,22,6838.345041
250,103,6843.802075
550,20,6844.116083
450,21,6844.391972
400,24,6844.712954
50,25,6848.982324
650,17,6849.172079
450,96,6854.418612
450,22,6854.739473
200,86,6856.096409
200,32,6860.426591
300,152,6866.446223
250,58,6867.308847
200,24,6867.661455
350,33,6872.038978
350,25,6872.41363
400,40,6873.053276
150,24,6873.457026
450,41,6877.931688
350,36,6878.423185
700,22,6878.776313
350,133,6884.640075
250,75,6889.600047
350,21,6889.909209
200,37,6890.488784
350,21,6890.790605
250,20,6894.992957
150,57,6895.818263
200,35,6896.315663
350,21,6896.627816
500,244,6908.143667
550,33,6912.462253
400,26,6912.867075
100,18,6913.153166
0,47,6913.786902
350,52,6918.477827
100,39,6919.082646
350,36,6919.683347
200,28,6924.058004
450,15,6924.235113
300,24,6924.628257
350,38,6925.131558
450,25,6925.547889
450,29,6929.984212
250,31,6930.430634
200,17,6930.690208
300,66,6931.61483
100,28,6936.0443
150,168,6942.779052
500,55,6943.562166
300,105,6949.091443
300,20,6949.389373
400,24,6953.601327
200,21,6953.899478
150,94,6955.28365
250,24,6959.472311
550,20,6959.731877
300,30,6960.174193
450,82,6965.215592
350,30,6965.687188
300,165,6972.036577
400,24,6972.36138
250,21,6976.482086
550,27,6976.919037
200,20,6977.22037
300,26,6977.633448
250,70,6982.543928
300,31,6982.956346
150,31,6983.401253
500,33,6983.859184
150,18,6987.955443
200,49,6988.653984
400,35,6989.132284
600,76,6994.103784
250,28,6994.51332
250,22,6994.813761
450,34,6995.260959
300,38,6999.669553
100,21,6999.964427
350,30,7000.438067
650,187,7011.016338
350,33,7011.539295
450,62,7012.513346
450,57,7017.15629
200,67,7018.183349
350,31,7022.594665
350,73,7023.686422
500,23,7024.034327
350,22,7028.184248
500,24,7028.615766
400,62,7029.560924
200,31,7030.042327
200,25,7034.297932
350,40,7034.940725
250,16,7035.226774
350,44,7035.890483
400,26,7040.151432
400,82,7041.460648
300,22,7041.775383
550,18,7045.93459
450,21,7046.246485
100,26,7046.612242
200,51,7047.479685
200,37,7051.783874
400,33,7052.299925
350,38,7052.802587
150,24,7053.207182
200,17,7053.423275
650,47,7058.046351
250,18,7058.337664
200,18,7058.63736
350,20,7058.927918
250,62,7063.788906
200,159,7069.993816
400,19,7070.292368
150,21,7070.628471
600,28,7074.845553
300,39,7075.396755
500,30,7075.85223
200,25,7076.169417
350,17,7076.439299
250,42,7080.821106
200,50,7081.573812
250,26,7081.991664
650,34,7086.291858
550,27,7086.697359
350,27,7087.054772
350,25,7087.474714
250,32,7087.937471
400,49,7092.55156
500,17,7092.823257
600,72,7097.626837
250,25,7097.945542
400,22,7098.325522
300,78,7103.196168
450,23,7103.562339
150,18,7103.762249
600,89,7108.831522
300,22,7109.26751
400,24,7109.571523
500,40,7110.126758
300,18,7110.404743
450,17,7110.607182
150,16,7114.633851
50,44,7115.273063
300,85,7120.293591
400,51,7121.024301
300,18,7121.29872
250,33,7121.722363
200,37,7126.0412
400,22,7126.374131
400,70,7127.393296
150,16,7131.449271
400,41,7132.033402
500,87,7137.031467
200,61,7137.962165
450,19,7138.171446
350,19,7138.505824
500,29,7142.746481
300,39,7143.336933
300,36,7143.915422
200,28,7144.382546
50,16,7144.585442
