#{"t_start": 1705046947.7516198, "env_id": "match3-wide-v0"}
r,l,t
-150,30,1.182838
-400,28,1.546905
50,27,1.894975
50,26,2.257008
50,25,6.355054
-150,32,6.75299
-100,32,7.18683
50,33,7.647631
-200,25,11.551197
-100,34,12.067435
-50,36,12.499863
-200,31,12.921735
-150,35,17.064774
-150,38,17.560449
-250,25,17.86663
-200,31,18.272545
0,38,22.53648
-50,24,22.84366
0,36,23.353298
-350,29,23.753229
-100,43,27.934054
-100,23,28.294091
-200,46,28.893566
-150,29,29.302474
0,44,33.552115
-250,47,34.200382
-200,29,34.589343
-200,32,38.592643
0,32,38.990579
0,32,39.465309
-200,41,39.991934
-150,33,44.65536
-200,25,45.051301
-250,36,45.506697
-300,31,45.918395
-400,35,50.485168
150,39,51.017745
-150,20,51.311959
-100,30,51.728845
-350,29,56.098651
50,45,56.6791
-150,25,57.048613
-250,39,57.545536
-100,36,61.843253
-450,36,62.352891
-450,30,62.75681
-300,42,67.189636
-150,37,67.704416
0,23,67.988655
-350,36,68.422496
0,32,72.645293
-350,31,73.048769
-400,23,73.359096
-150,35,73.836498
-100,47,78.188811
-450,23,78.519926
-150,43,79.061478
-300,35,79.495888
-200,35,83.625295
-350,38,84.122965
0,33,84.549824
-300,40,88.910588
-100,43,89.474403
-150,38,89.996007
-100,44,94.343281
0,24,94.710373
-200,35,95.141225
-150,44,95.773535
-100,31,100.053536
50,34,100.471461
-100,26,100.842781
-100,50,101.566023
-100,30,105.996594
-250,36,106.457366
-250,47,107.096928
-50,35,112.031482
50,53,112.716689
-300,38,113.24591
-350,36,117.381182
-100,54,118.092282
-400,61,118.890705
-150,33,123.061216
-150,33,123.507783
-250,35,123.992949
-50,43,128.525163
-150,44,129.17979
-250,29,129.552482
-250,42,134.070392
-50,100,135.307763
-250,22,135.57462
-300,26,139.603069
50,31,139.993026
-150,47,140.570596
-350,52,145.193706
-150,27,145.529797
-50,30,145.904312
-350,35,146.387435
-250,28,150.597073
50,36,151.014645
-250,50,151.683429
-300,35,155.996667
50,47,156.547139
-350,59,157.297352
-150,56,161.901932
50,43,162.429132
-250,114,167.72526
-150,50,168.349795
-100,67,173.021459
-250,59,173.776641
-400,267,188.603782
-200,44,189.103197
-250,63,189.907676
-150,89,194.774923
-400,43,195.329212
-150,125,200.620586
-200,24,204.730229
-300,61,205.480518
-250,156,211.101313
-200,79,216.060191
-200,51,216.605934
-200,170,226.506731
-300,70,227.270816
-250,84,232.234068
-150,120,237.41895
-250,196,243.248804
-50,90,248.05247
-300,124,253.287011
-200,1155,299.854392
-150,963,336.353437
-200,68,340.856817
-300,150,346.481148
-150,1155,392.703367
-150,248,402.891744
-400,128,407.995314
-250,71,412.652296
-300,64,413.298778
-200,67,417.886768
-50,158,423.359049
-50,1155,469.2687
-250,852,504.265883
0,1155,549.873131
-50,203,555.715877
-100,533,576.459732
-200,134,581.583976
-100,137,590.616841
0,85,591.479642
-400,349,606.890139
-150,78,611.491573
-150,607,632.893598
0,87,637.68913
-300,1155,684.985896
200,955,722.328385
-150,57,726.968121
-100,120,732.054345
-150,115,737.087987
-50,205,743.118062
-100,227,753.077813
-200,174,758.737293
-150,150,768.006135
0,1155,814.31113
-50,87,815.186857
150,836,850.525809
-100,1155,896.248916
0,311,906.71478
50,127,911.725582
-100,1155,956.786334
50,424,976.160606
-100,64,976.76924
-50,102,981.635861
-250,274,991.928809
100,120,996.840123
0,1022,1037.397177
-200,78,1042.013252
-100,546,1062.748371
-200,981,1102.84367
50,66,1103.520907
-200,755,1133.819279
200,62,1134.446572
150,80,1139.016409
0,371,1154.270127
-50,1155,1200.07322
-100,1155,1246.091922
-100,276,1256.566151
0,1155,1301.62602
0,1155,1346.703339
-50,222,1356.444855
-50,386,1371.583462
100,228,1381.405111
-50,77,1382.171929
-50,519,1402.393849
-50,315,1416.800821
0,625,1442.361943
250,239,1452.474485
0,168,1457.933998
100,755,1488.504541
300,37,1488.886868
250,317,1503.640342
150,405,1519.308179
150,46,1519.785869
150,961,1560.738318
200,52,1561.301733
200,112,1566.285135
400,29,1566.582988
150,236,1576.434093
100,181,1582.073787
300,286,1596.362777
50,1155,1642.604702
50,37,1642.967347
250,87,1647.80497
200,1100,1689.264688
200,253,1699.814554
250,59,1704.198898
350,1155,1752.688098
250,589,1774.493226
300,256,1785.012477
350,92,1790.144576
300,536,1812.219514
250,65,1816.91063
400,105,1818.167597
350,61,1822.840202
250,110,1828.173963
250,59,1828.875627
250,79,1833.844301
250,131,1839.476747
350,42,1839.947275
100,484,1861.639942
400,163,1867.406331
350,132,1872.764872
250,116,1878.000812
150,89,1883.019896
450,60,1883.677831
600,51,1888.263536
500,168,1894.042788
450,42,1894.575957
400,165,1904.634993
400,111,1909.906976
300,109,1911.05984
300,44,1915.624888
300,1155,1964.288376
450,1044,2007.410863
250,301,2018.61297
350,594,2045.082957
100,62,2045.75487
350,212,2056.057205
250,321,2071.652443
200,74,2072.392097
250,240,2082.925685
300,84,2087.83534
250,358,2103.65328
400,47,2104.142311
250,217,2114.309686
250,624,2137.353057
50,189,2147.486081
550,35,2147.855289
400,383,2163.797616
200,40,2168.297472
200,260,2179.377817
300,551,2201.144116
250,31,2201.464719
250,378,2217.658372
200,32,2217.983394
350,364,2233.811562
50,1155,2281.720945
250,173,2291.656241
0,1155,2339.75327
150,234,2346.208047
100,142,2351.686157
100,30,2356.004233
50,174,2361.794852
