#{"t_start": 1705046947.673827, "env_id": "match3-wide-v0"}
r,l,t
300,80,4965.79361
150,878,5003.818237
150,93,5004.842267
500,311,5020.336462
250,16,5020.555779
50,129,5025.919964
100,259,5036.613474
50,139,5042.270679
100,249,5052.964918
0,323,5068.378551
0,300,5079.731697
150,51,5080.345504
250,54,5084.891539
150,193,5091.03897
150,66,5095.833391
200,59,5096.537997
50,93,5101.562464
250,65,5102.355825
-150,102,5107.364251
0,101,5112.344207
200,104,5117.382849
100,333,5129.108294
0,465,5150.285616
250,16,5150.482498
100,29,5150.813966
350,92,5155.76212
300,284,5166.965425
350,45,5171.642774
150,22,5171.887307
150,81,5176.941041
250,63,5177.612108
400,62,5182.573408
-100,245,5189.262734
450,108,5194.560598
100,781,5228.030716
350,86,5232.961965
300,137,5238.643734
400,24,5238.953137
50,146,5244.782174
350,99,5249.901194
100,329,5265.723485
300,175,5271.886903
350,38,5272.309838
350,35,5276.739261
550,28,5277.082433
400,106,5282.365782
450,132,5287.945304
250,211,5294.539576
350,73,5299.415609
400,100,5304.660117
400,20,5304.911811
250,52,5305.545066
400,43,5309.957798
350,28,5310.309966
250,18,5310.542327
200,520,5332.722811
450,61,5337.45304
400,59,5338.269137
200,32,5338.726794
350,104,5344.087499
450,48,5344.642671
450,32,5349.084889
300,90,5350.241417
150,39,5354.684767
400,52,5355.385001
350,46,5359.842861
300,35,5360.322752
200,102,5365.516694
200,18,5365.764589
550,19,5366.022771
400,82,5371.022365
200,88,5372.180825
300,387,5389.196193
450,15,5389.413465
250,170,5399.699564
50,171,5405.77512
450,28,5406.168591
150,77,5411.143841
350,43,5411.762244
150,88,5416.839942
200,135,5422.512885
100,62,5423.304948
200,25,5427.588105
50,58,5428.352424
250,25,5428.673952
100,26,5429.071966
400,26,5433.324216
200,23,5433.658617
350,47,5434.212974
-50,302,5450.011077
400,58,5450.796529
250,19,5451.085984
0,62,5455.823209
350,30,5456.238443
200,32,5456.75094
100,41,5457.310671
200,23,5461.55776
250,47,5462.180882
250,56,5462.891096
250,22,5467.106393
350,22,5467.531992
300,69,5468.443484
500,30,5472.790759
200,184,5479.221612
50,134,5485.003124
300,28,5485.392329
400,36,5489.892071
300,72,5490.878293
350,50,5491.607592
100,16,5495.748789
150,33,5496.188109
150,38,5496.755908
300,43,5497.356055
350,27,5501.678936
200,28,5502.045636
550,283,5514.278621
200,27,5514.60001
400,178,5525.172031
100,32,5525.591358
300,25,5525.952707
200,17,5526.170949
350,63,5530.846864
400,33,5531.318588
200,81,5536.378452
300,46,5536.973547
200,27,5537.34353
100,23,5537.655732
400,29,5542.006351
200,16,5542.18346
300,117,5547.67735
350,36,5548.178759
300,16,5548.356102
350,20,5548.616472
150,16,5548.854429
50,18,5553.027498
200,23,5553.356171
450,80,5554.441959
250,35,5558.820126
50,84,5559.914137
150,65,5564.640833
300,23,5564.972784
300,16,5565.15199
250,32,5565.647338
250,24,5569.919769
50,36,5570.432839
450,24,5570.724067
250,24,5571.015511
200,43,5575.508755
400,15,5575.68558
400,77,5576.656196
300,221,5587.44951
150,83,5592.44642
250,24,5592.809437
300,51,5593.445956
400,27,5593.752649
300,30,5598.029026
150,97,5599.290924
300,26,5603.642292
350,98,5604.952638
200,42,5609.445714
500,61,5610.22979
500,43,5614.692797
350,20,5614.973596
100,278,5626.479155
150,126,5632.017569
450,171,5638.304192
250,201,5648.860674
250,23,5649.175072
200,44,5649.743229
300,32,5650.242694
100,25,5654.549405
350,84,5655.746092
550,25,5660.068546
200,241,5667.41715
350,37,5671.878598
550,105,5677.235204
300,35,5677.778053
150,34,5678.224775
350,295,5690.174052
500,31,5694.486999
300,36,5694.957619
450,40,5695.531845
550,46,5700.047103
500,22,5700.353521
100,19,5700.63037
300,70,5701.616487
350,58,5706.365774
400,177,5712.866959
300,16,5713.080161
300,20,5717.4133
250,42,5717.993632
300,26,5718.379588
150,20,5718.656421
450,17,5718.930189
150,73,5723.892403
350,34,5724.319482
300,172,5734.940099
200,38,5735.420788
100,17,5735.684465
500,36,5736.256405
500,45,5740.787569
400,15,5741.025186
250,90,5742.37064
150,15,5746.467827
150,35,5747.079914
350,20,5747.388137
500,16,5747.627433
250,36,5748.163846
550,21,5752.372062
200,62,5753.231174
250,31,5753.693221
300,36,5758.104735
400,20,5758.421043
400,19,5758.706688
300,16,5758.876843
400,30,5759.306989
250,70,5764.265049
300,17,5764.547419
450,27,5765.017397
350,19,5765.339282
450,28,5765.780336
600,21,5769.961133
400,73,5771.00931
250,19,5771.301244
300,93,5776.602402
450,35,5777.187539
500,23,5781.503552
350,31,5781.96673
250,16,5782.236227
700,22,5782.565678
500,19,5782.851666
50,41,5787.419328
250,21,5787.717291
350,26,5788.122072
300,38,5788.664826
-50,30,5789.119244
450,29,5793.500816
100,21,5793.794501
250,18,5794.048412
400,67,5798.899512
200,21,5799.206105
350,47,5799.959687
350,21,5800.285534
450,15,5800.494059
150,49,5805.198443
350,20,5805.511928
300,19,5805.821774
350,23,5806.124181
450,16,5806.395437
200,30,5810.815032
500,15,5810.984044
250,23,5811.344469
400,33,5811.750417
500,21,5812.045125
550,168,5822.3442
600,78,5823.565883
250,45,5828.127099
300,19,5828.460253
350,47,5829.186163
150,74,5834.131139
250,32,5834.589801
400,28,5835.026015
450,26,5835.422151
300,37,5839.897063
550,67,5840.889173
200,20,5841.17423
250,26,5841.591961
250,48,5846.142478
400,57,5846.909102
100,17,5847.177319
400,35,5851.680303
500,35,5852.176848
350,24,5852.518181
400,20,5852.810123
250,35,5857.262811
250,27,5857.713749
500,47,5858.392185
300,104,5863.860801
250,26,5864.226003
150,31,5864.665003
350,22,5868.974337
250,31,5869.421064
450,25,5869.766971
400,25,5870.162792
300,17,5870.392807
200,57,5875.162422
400,131,5880.919132
350,49,5881.6095
300,74,5886.510125
200,46,5887.129896
300,24,5887.536941
400,29,5891.776754
450,76,5892.872691
150,25,5893.22226
350,32,5897.538997
200,35,5898.016292
100,33,5898.579829
600,19,5898.816557
500,448,5920.662534
250,61,5921.454416
250,17,5921.694925
400,46,5926.346222
350,23,5926.690674
500,123,5932.324927
300,133,5938.19645
350,43,5938.794253
400,24,5939.114341
450,16,5943.416726
200,39,5943.971291
600,21,5944.280564
150,31,5944.690336
450,72,5949.566465
400,29,5949.979634
150,22,5950.311764
400,20,5950.598371
300,26,5954.87579
450,18,5955.127376
100,150,5961.36654
200,21,5961.64162
250,22,5961.946741
150,16,5962.18472
150,266,5973.837835
150,34,5978.285984
700,20,5978.597059
250,82,5983.64403
350,16,5983.857938
300,28,5984.31869
550,157,5990.393016
600,99,5995.657604
50,69,5996.655764
300,18,6000.753184
400,22,6001.101283
450,31,6001.513058
150,25,6001.837848
250,23,6002.214608
250,25,6006.449493
300,24,6006.738804
450,16,6006.990907
300,142,6012.944767
300,35,6013.452409
200,48,6018.051942
400,15,6018.281459
450,167,6024.66136
200,46,6025.288031
250,24,6029.572697
200,24,6029.90785
200,109,6035.386374
300,37,6035.9539
400,18,6036.218471
600,204,6046.992114
150,33,6047.463408
550,162,6053.818782
100,248,6065.061679
250,46,6065.742351
100,20,6070.018302
350,61,6070.899825
250,29,6071.307114
50,35,6075.744662
150,26,6076.142072
300,50,6076.855013
250,31,6077.28732
300,38,6081.821102
350,46,6082.450948
300,65,6087.235234
350,54,6087.94322
450,17,6088.191572
150,24,6088.501007
450,44,6093.044061
100,22,6093.373897
250,139,6099.239541
350,33,6099.683167
350,661,6128.989793
350,46,6133.721162
500,30,6134.146064
350,38,6134.681535
150,23,6135.013634
250,32,6139.355924
400,50,6140.078542
250,37,6140.637725
350,121,6146.209005
250,47,6150.7839
300,18,6151.054683
300,34,6151.50772
350,37,6152.058817
250,25,6156.34643
450,46,6157.057346
150,23,6157.404629
300,17,6157.664668
450,44,6162.228779
250,21,6162.553606
300,215,6169.541608
150,37,6173.977867
300,33,6174.504539
450,96,6179.842773
300,18,6180.084787
250,15,6180.33253
300,28,6180.673934
300,207,6191.474319
350,15,6191.746331
550,641,6220.030055
150,36,6220.516831
400,48,6225.071917
550,21,6225.382847
350,225,6236.148433
250,56,6236.907977
550,34,6237.364809
450,29,6237.782618
300,24,6241.978636
500,26,6242.369238
350,85,6247.495667
250,93,6248.659162
400,356,6265.348692
350,37,6265.803489
200,78,6270.826338
450,21,6271.126536
400,23,6271.441996
250,26,6271.822951
350,47,6276.417708
450,19,6276.67036
250,18,6276.947701
200,25,6277.28255
400,21,6277.638636
500,25,6281.870721
500,18,6282.130102
300,95,6287.406572
250,61,6288.250751
250,23,6288.607665
250,20,6288.862484
450,41,6293.481995
450,18,6293.759358
250,21,6294.030804
150,22,6294.337637
450,31,6294.757586
550,37,6299.155548
350,25,6299.468715
350,91,6304.629031
250,22,6304.976687
450,28,6305.318086
450,40,6305.845625
250,24,6306.197071
400,530,6332.977949
400,25,6333.293317
550,20,6333.570426
300,46,6334.196901
400,61,6338.984146
450,35,6339.447549
400,211,6350.235795
150,23,6350.557886
550,531,6373.613733
550,25,6373.935791
250,17,6374.197139
250,16,6378.433021
250,67,6379.375093
450,46,6380.048774
300,21,6384.23899
350,24,6384.606982
50,43,6385.184043
550,29,6385.586918
300,87,6390.689386
750,177,6397.13299
300,41,6401.592456
500,49,6402.294686
200,329,6418.757277
200,202,6425.587875
350,29,6426.014677
300,29,6430.343913
200,24,6430.655698
0,32,6431.196961
500,126,6436.763681
450,20,6437.031974
200,46,6441.542481
450,404,6458.495113
150,24,6458.855908
650,102,6464.106111
250,30,6464.562149
200,32,6464.964832
200,16,6465.218657
600,118,6470.739539
300,144,6476.7712
200,96,6481.990327
400,30,6482.395012
400,28,6486.66703
400,64,6487.572626
150,467,6509.280822
200,31,6509.665529
150,52,6510.411909
350,23,6514.670362
550,19,6514.937766
200,87,6516.094804
100,18,6520.22387
250,31,6520.631726
500,22,6521.010968
550,19,6521.290121
400,185,6531.882549
300,20,6532.158906
250,29,6532.610497
400,19,6532.8914
400,45,6533.440424
350,25,6537.629067
200,25,6537.991351
100,103,6543.242215
250,34,6543.722301
300,22,6544.031835
250,26,6544.429551
350,71,6549.172132
200,26,6549.598382
350,26,6549.924185
450,19,6550.204554
400,36,6554.516801
250,35,6554.968184
300,42,6555.549786
350,23,6555.93164
300,28,6560.076873
300,77,6561.215108
250,25,6561.612192
300,17,6565.573276
200,18,6565.849878
250,58,6566.684033
350,44,6571.08226
250,23,6571.46453
250,35,6571.918833
250,53,6572.668216
200,20,6576.728248
350,19,6577.015012
300,54,6577.853664
350,142,6583.671916
350,52,6588.211334
250,40,6588.827255
200,27,6589.236665
400,20,6589.522372
300,48,6593.984481
100,35,6594.491433
250,28,6594.935938
350,24,6595.28027
300,42,6599.713476
400,46,6600.368975
400,31,6600.809465
250,17,6601.066862
450,86,6606.136907
400,16,6606.342062
350,118,6611.867914
400,33,6612.310942
300,29,6616.546542
450,54,6617.355675
400,24,6617.666429
150,44,6622.112082
400,22,6622.491978
300,49,6623.143458
250,35,6623.677595
400,61,6628.34765
400,17,6628.635442
350,67,6633.348924
250,31,6633.873927
200,25,6634.200043
250,21,6634.506314
200,73,6639.351917
300,42,6640.011032
200,35,6640.527953
300,22,6644.667571
200,22,6645.026286
400,22,6645.337044
350,20,6645.663025
200,17,6645.874813
250,48,6650.469485
350,30,6650.968026
200,26,6651.436418
200,20,6651.744251
500,40,6652.352432
350,48,6656.954096
300,43,6657.626232
350,23,6657.97155
250,41,6662.411269
300,20,6662.761252
200,26,6663.197998
350,26,6663.625013
200,26,6663.970552
250,107,6669.352493
350,19,6669.645603
200,47,6674.08551
400,51,6674.936034
450,66,6679.7667
250,50,6680.504416
400,26,6680.895037
250,25,6681.218718
400,30,6685.488433
500,21,6685.805178
250,74,6686.916548
350,73,6691.745505
400,48,6692.409696
500,39,6696.804286
300,17,6696.976157
250,80,6698.028392
400,162,6707.984322
100,123,6713.559941
50,15,6713.757521
150,216,6720.580503
450,30,6724.809069
250,16,6725.048747
550,72,6726.00594
400,21,6730.059324
-50,43,6730.695415
300,108,6735.981353
500,30,6736.420725
350,21,6736.712394
250,35,6737.189616
300,30,6741.4173
600,41,6741.979843
350,53,6742.734969
500,56,6747.384781
250,29,6747.79318
300,29,6748.144223
250,42,6752.589664
500,25,6752.952308
400,46,6753.605355
400,18,6753.860978
250,30,6758.115713
0,78,6759.184408
400,22,6759.55019
350,30,6763.748862
350,40,6764.300295
350,24,6764.607603
250,144,6770.441014
250,150,6776.32306
300,23,6780.499026
350,32,6780.940678
350,19,6781.233021
300,36,6781.717101
200,16,6781.959068
350,33,6786.273804
200,42,6786.908088
350,34,6787.46265
200,21,6787.760671
150,79,6792.680619
150,19,6792.954737
150,24,6793.269708
500,42,6797.652377
150,21,6797.932586
200,124,6803.54709
300,19,6803.796199
300,44,6804.380842
200,30,6804.797191
300,39,6809.153219
150,38,6809.705444
300,28,6810.102233
300,134,6815.860581
400,102,6821.122963
450,20,6821.435884
250,128,6827.159803
450,26,6831.370466
600,48,6832.047534
400,33,6832.596229
150,64,6837.404923
450,19,6837.685566
250,18,6837.972912
300,26,6838.326801
350,47,6842.909492
450,38,6843.502013
0,35,6843.986214
450,63,6848.807073
350,27,6849.152973
200,78,6850.277631
250,53,6854.979288
400,18,6855.205078
400,24,6855.617422
250,64,6860.414624
400,31,6860.881292
150,38,6861.475139
300,29,6861.901401
150,48,6866.389661
300,86,6867.633531
400,25,6871.88487
200,16,6872.076883
100,44,6872.821254
500,76,6877.814607
500,82,6879.141492
250,107,6884.504251
50,39,6885.074002
200,28,6889.396336
150,76,6890.578097
400,116,6896.119107
450,21,6896.444381
200,33,6900.873341
300,51,6901.665072
400,25,6902.024648
300,22,6902.356268
350,29,6906.658095
300,21,6906.96648
400,28,6907.405592
200,199,6918.095519
200,36,6918.690295
350,35,6919.200206
450,17,6919.510726
350,34,6923.917865
250,102,6925.484059
250,37,6929.989704
450,42,6930.583899
350,21,6930.942126
200,37,6931.435491
600,17,6935.704454
250,18,6935.991171
200,54,6936.777758
400,43,6937.447173
300,28,6942.00472
300,43,6942.725198
600,37,6943.248663
500,156,6949.526315
450,65,6954.308743
450,64,6955.255726
500,52,6959.836868
250,26,6960.241433
400,18,6960.47059
200,32,6960.987285
350,20,6965.123836
400,70,6966.191241
400,94,6971.421772
350,33,6971.904619
300,127,6977.633758
350,29,6978.071889
350,60,6982.801664
500,19,6983.066707
400,28,6983.501133
400,38,6987.823272
300,26,6988.217475
250,23,6988.509175
350,29,6988.928012
400,61,6993.66111
450,32,6994.113757
150,39,6994.672389
200,107,7000.063658
550,88,7005.26226
400,25,7005.655321
200,62,7006.626016
300,24,7010.840409
300,21,7011.188404
450,24,7011.530321
100,34,7012.134338
250,77,7017.075908
150,61,7018.000344
250,39,7022.532272
150,31,7023.01748
350,66,7023.926093
350,45,7028.554203
250,23,7028.891576
350,55,7029.765301
250,25,7030.149512
450,27,7034.406749
600,15,7034.613741
500,24,7035.058581
150,19,7035.347275
100,26,7035.738245
500,19,7036.040313
350,50,7040.634424
300,26,7041.086174
450,23,7041.449543
250,27,7041.913416
450,30,7046.194623
300,31,7046.717489
450,69,7047.729063
100,20,7051.857796
450,26,7052.180343
550,41,7052.774662
300,59,7057.560729
400,28,7058.010447
200,27,7058.456357
300,26,7058.799012
200,22,7059.182663
250,28,7063.521565
150,73,7064.636643
200,39,7069.035618
300,23,7069.347672
250,20,7069.665392
250,40,7070.274417
500,27,7070.708169
400,125,7076.293707
400,55,7080.90455
450,66,7081.857008
350,73,7086.738105
600,37,7087.310623
550,20,7087.610881
450,23,7087.940468
350,39,7092.39256
300,22,7092.785825
250,144,7098.625129
300,32,7099.034322
350,71,7103.851706
400,66,7104.808783
300,65,7109.575469
300,96,7114.755997
500,102,7116.2326
450,21,7120.291531
500,19,7120.56406
100,22,7120.878571
300,54,7121.66396
400,93,7126.781404
200,35,7127.325068
400,26,7131.462748
250,74,7132.579778
350,31,7133.036897
300,69,7137.785445
300,42,7138.430511
450,37,7142.735483
400,56,7143.622998
200,37,7144.168747
500,74,7149.124432
50,40,7149.681546
300,32,7150.155566
300,73,7155.045729
300,20,7155.332715
700,20,7155.632552
200,41,7159.999657
200,16,7160.187258
350,18,7160.480232
200,45,7161.123599
300,73,7165.921436
150,56,7166.757797
350,45,7171.146537
150,53,7171.896542
450,32,7172.434067
500,61,7177.0975
50,42,7177.678886
350,43,7178.292315
350,32,7182.504978
500,26,7182.898954
250,87,7187.990674
150,48,7188.631722
400,78,7193.497731
250,24,7193.852454
350,278,7205.400901
450,18,7205.664515
400,29,7206.067342
300,28,7206.515686
400,26,7210.70331
400,20,7211.003543
200,22,7211.316035
400,20,7211.589776
500,29,7212.009935
250,79,7216.983385
250,20,7217.251062
250,20,7217.552564
400,27,7221.661814
150,36,7222.188697
400,18,7222.481457
350,33,7222.947725
400,24,7223.289762
250,27,7227.515071
250,18,7227.77764
600,50,7228.525567
150,23,7228.828523
500,33,7233.093433
200,39,7233.682484
300,32,7234.188908
400,30,7234.622481
350,36,7238.923267
400,34,7239.470448
450,33,7239.952205
450,383,7256.826125
200,26,7257.229723
200,35,7261.479065
350,17,7261.752709
350,73,7262.794177
500,134,7268.575818
500,28,7272.719331
150,19,7273.020483
600,18,7273.32899
150,33,7273.77655
500,130,7279.483136
200,76,7284.379388
650,87,7285.668608
500,20,7289.729829
700,16,7289.960165
400,86,7291.30051
550,23,7295.446265
100,27,7295.861832
250,25,7296.222703
550,42,7296.929737
200,41,7301.348727
300,34,7301.830645
450,96,7307.093567
500,34,7307.638299
300,22,7308.01053
250,48,7308.794053
300,21,7312.979296
600,23,7313.444356
300,56,7314.296926
150,21,7314.637259
300,26,7318.936657
400,27,7319.409807
350,18,7319.632425
500,48,7320.372998
400,17,7320.671802
350,63,7325.459087
250,23,7325.826023
500,45,7326.547569
300,20,7330.628697
550,39,7331.23912
350,33,7331.731619
350,34,7332.252961
300,24,7336.394725
200,31,7336.835701
400,72,7337.89462
500,36,7342.271899
250,22,7342.602611
450,18,7342.887315
400,28,7343.306885
100,34,7347.618294
450,26,7348.021339
450,29,7348.456869
